Year,Jurisdiction,Type,Stream,Management,Fate,Tonnes
2007,Tas,Miscellaneous,Total,Treatment,Recycling,313.0
2007,Vic,Chemicals,C&D,Landfill,Disposal,0.0
2007,Vic,Chemicals,C&D,Other disposal,Disposal,0.0
2007,Vic,Chemicals,C&D,Recycling,Recycling,0.0
2007,Vic,Chemicals,C&D,Treatment,Disposal,0.0
2007,Vic,Chemicals,C&D,Treatment,Energy recovery,0.0
2007,Vic,Chemicals,C&D,Treatment,Recycling,0.0
2007,Vic,Chemicals,C&I,Landfill,Disposal,28758.0
2007,Vic,Chemicals,C&I,Other disposal,Disposal,14.0
2007,Vic,Chemicals,C&I,Recycling,Recycling,226485.0
2007,Vic,Chemicals,C&I,Treatment,Disposal,29982.0
2007,Vic,Chemicals,C&I,Treatment,Energy recovery,9821.0
2007,Vic,Chemicals,C&I,Treatment,Recycling,93957.0
2007,Vic,Chemicals,Total,Landfill,Disposal,28758.0
2007,Vic,Chemicals,Total,Other disposal,Disposal,14.0
2007,Vic,Chemicals,Total,Recycling,Recycling,226485.0
2007,Vic,Chemicals,Total,Treatment,Disposal,29982.0
2007,Vic,Chemicals,Total,Treatment,Energy recovery,9821.0
2007,Vic,Chemicals,Total,Treatment,Recycling,93957.0
2007,Vic,Miscellaneous,C&D,Landfill,Disposal,364285.0
2007,Vic,Miscellaneous,C&D,Other disposal,Disposal,4.0
2007,Vic,Miscellaneous,C&D,Recycling,Recycling,1872.0
2007,Vic,Miscellaneous,C&D,Treatment,Disposal,1911.0
2007,Vic,Miscellaneous,C&D,Treatment,Energy recovery,0.0
2007,Vic,Miscellaneous,C&D,Treatment,Recycling,7642.0
2007,Vic,Miscellaneous,C&I,Energy from waste facility,Energy recovery,27494.0
2007,Vic,Miscellaneous,C&I,Landfill,Disposal,300116.0
2007,Vic,Miscellaneous,C&I,Other disposal,Disposal,3979.0
2007,Vic,Miscellaneous,C&I,Recycling,Recycling,21990.0
2007,Vic,Miscellaneous,C&I,Treatment,Disposal,41019.0
2007,Vic,Miscellaneous,C&I,Treatment,Energy recovery,0.0
2007,Vic,Miscellaneous,C&I,Treatment,Recycling,11760.0
2007,Vic,Miscellaneous,Total,Energy from waste facility,Energy recovery,27494.0
2007,Vic,Miscellaneous,Total,Landfill,Disposal,664402.0
2007,Vic,Miscellaneous,Total,Other disposal,Disposal,3983.0
2007,Vic,Miscellaneous,Total,Recycling,Recycling,23862.0
2007,Vic,Miscellaneous,Total,Treatment,Disposal,42929.0
2007,Vic,Miscellaneous,Total,Treatment,Energy recovery,0.0
2007,Vic,Miscellaneous,Total,Treatment,Recycling,19402.0
2007,WA,Chemicals,C&D,Landfill,Disposal,0.0
2007,WA,Chemicals,C&D,Other disposal,Disposal,0.0
2007,WA,Chemicals,C&D,Recycling,Recycling,0.0
2007,WA,Chemicals,C&D,Treatment,Disposal,0.0
2007,WA,Chemicals,C&D,Treatment,Energy recovery,0.0
2007,WA,Chemicals,C&D,Treatment,Recycling,0.0
2007,WA,Chemicals,C&I,Landfill,Disposal,3710.0
2007,WA,Chemicals,C&I,Other disposal,Disposal,24.0
2007,WA,Chemicals,C&I,Recycling,Recycling,244092.0
2007,WA,Chemicals,C&I,Treatment,Disposal,5588.0
2007,WA,Chemicals,C&I,Treatment,Energy recovery,5364.0
2007,WA,Chemicals,C&I,Treatment,Recycling,25256.0
2007,WA,Chemicals,Total,Landfill,Disposal,3710.0
2007,WA,Chemicals,Total,Other disposal,Disposal,24.0
2007,WA,Chemicals,Total,Recycling,Recycling,244092.0
2007,WA,Chemicals,Total,Treatment,Disposal,5588.0
2007,WA,Chemicals,Total,Treatment,Energy recovery,5364.0
2007,WA,Chemicals,Total,Treatment,Recycling,25256.0
2007,WA,Miscellaneous,C&D,Landfill,Disposal,3856.0
2007,WA,Miscellaneous,C&D,Other disposal,Disposal,0.0
2007,WA,Miscellaneous,C&D,Recycling,Recycling,1099.0
2007,WA,Miscellaneous,C&D,Treatment,Disposal,611.0
2007,WA,Miscellaneous,C&D,Treatment,Energy recovery,0.0
2007,WA,Miscellaneous,C&D,Treatment,Recycling,2444.0
2007,WA,Miscellaneous,C&I,Energy from waste facility,Energy recovery,10583.0
2007,WA,Miscellaneous,C&I,Landfill,Disposal,77219.0
2007,WA,Miscellaneous,C&I,Other disposal,Disposal,2820.0
2007,WA,Miscellaneous,C&I,Recycling,Recycling,40862.0
2007,WA,Miscellaneous,C&I,Treatment,Disposal,9580.0
2007,WA,Miscellaneous,C&I,Treatment,Energy recovery,0.0
2007,WA,Miscellaneous,C&I,Treatment,Recycling,2270.0
2007,WA,Miscellaneous,Total,Energy from waste facility,Energy recovery,10583.0
2007,WA,Miscellaneous,Total,Landfill,Disposal,81075.0
2007,WA,Miscellaneous,Total,Other disposal,Disposal,2820.0
2007,WA,Miscellaneous,Total,Recycling,Recycling,41962.0
2007,WA,Miscellaneous,Total,Treatment,Disposal,10191.0
2007,WA,Miscellaneous,Total,Treatment,Energy recovery,0.0
2007,WA,Miscellaneous,Total,Treatment,Recycling,4714.0
2008,ACT,Chemicals,C&D,Landfill,Disposal,0.0
2008,ACT,Chemicals,C&D,Other disposal,Disposal,0.0
2008,ACT,Chemicals,C&D,Recycling,Recycling,0.0
2008,ACT,Chemicals,C&D,Treatment,Disposal,0.0
2008,ACT,Chemicals,C&D,Treatment,Energy recovery,0.0
2008,ACT,Chemicals,C&D,Treatment,Recycling,0.0
2008,ACT,Chemicals,C&I,Landfill,Disposal,228.0
2008,ACT,Chemicals,C&I,Other disposal,Disposal,63.0
2008,ACT,Chemicals,C&I,Recycling,Recycling,4151.0
2008,ACT,Chemicals,C&I,Treatment,Disposal,700.0
2008,ACT,Chemicals,C&I,Treatment,Energy recovery,140.0
2008,ACT,Chemicals,C&I,Treatment,Recycling,1215.0
2008,ACT,Chemicals,Total,Landfill,Disposal,228.0
2008,ACT,Chemicals,Total,Other disposal,Disposal,63.0
2008,ACT,Chemicals,Total,Recycling,Recycling,4151.0
2008,ACT,Chemicals,Total,Treatment,Disposal,700.0
2008,ACT,Chemicals,Total,Treatment,Energy recovery,140.0
2008,ACT,Chemicals,Total,Treatment,Recycling,1215.0
2008,ACT,Construction Waste,C&D,Energy from waste facility,Energy recovery,0.0
2008,ACT,Construction Waste,C&D,Landfill,Disposal,4698.0
2008,ACT,Construction Waste,C&D,Landfill,Energy recovery,393.0
2008,ACT,Construction Waste,C&D,Recycling,Recycling,0.0
2008,ACT,Construction Waste,C&I,Energy from waste facility,Energy recovery,0.0
2008,ACT,Construction Waste,C&I,Landfill,Disposal,6222.0
2008,ACT,Construction Waste,C&I,Landfill,Energy recovery,520.0
2008,ACT,Construction Waste,C&I,Recycling,Recycling,0.0
2008,ACT,Construction Waste,MSW,Energy from waste facility,Energy recovery,0.0
2008,ACT,Construction Waste,MSW,Landfill,Disposal,1185.0
2008,ACT,Construction Waste,MSW,Landfill,Energy recovery,99.0
2008,ACT,Construction Waste,MSW,Recycling,Recycling,0.0
2008,ACT,Construction Waste,Total,Energy from waste facility,Energy recovery,0.0
2008,ACT,Construction Waste,Total,Landfill,Disposal,12104.0
2008,ACT,Construction Waste,Total,Landfill,Energy recovery,1012.0
2008,ACT,Construction Waste,Total,Recycling,Recycling,27933.0
2008,ACT,Glass,C&D,Recycling,Recycling,0.0
2008,ACT,Glass,C&I,Recycling,Recycling,0.0
2008,ACT,Glass,MSW,Recycling,Recycling,0.0
2008,ACT,Glass,Total,Recycling,Recycling,14235.0
2008,ACT,Metals,C&D,Recycling,Recycling,0.0
2008,ACT,Metals,C&I,Recycling,Recycling,0.0
2008,ACT,Metals,MSW,Recycling,Recycling,0.0
2008,ACT,Metals,Total,Recycling,Recycling,33479.0
2008,ACT,Miscellaneous,C&D,Landfill,Disposal,10183.0
2008,ACT,Miscellaneous,C&D,Other disposal,Disposal,32.0
2008,ACT,Miscellaneous,C&D,Recycling,Recycling,16.0
2008,ACT,Miscellaneous,C&D,Treatment,Disposal,22.0
2008,ACT,Miscellaneous,C&D,Treatment,Energy recovery,0.0
2008,ACT,Miscellaneous,C&D,Treatment,Recycling,9.0
2008,ACT,Miscellaneous,C&I,Energy from waste facility,Energy recovery,956.0
2008,ACT,Miscellaneous,C&I,Landfill,Disposal,10748.0
2008,ACT,Miscellaneous,C&I,Other disposal,Disposal,115.0
2008,ACT,Miscellaneous,C&I,Recycling,Recycling,395.0
2008,ACT,Miscellaneous,C&I,Treatment,Disposal,120.0
2008,ACT,Miscellaneous,C&I,Treatment,Energy recovery,0.0
2008,ACT,Miscellaneous,C&I,Treatment,Recycling,5.0
2008,ACT,Miscellaneous,MSW,Recycling,Recycling,0.0
2008,ACT,Miscellaneous,Total,Energy from waste facility,Energy recovery,956.0
2008,ACT,Miscellaneous,Total,Landfill,Disposal,20930.0
2008,ACT,Miscellaneous,Total,Other disposal,Disposal,147.0
2008,ACT,Miscellaneous,Total,Recycling,Recycling,7388.0
2008,ACT,Miscellaneous,Total,Treatment,Disposal,142.0
2008,ACT,Miscellaneous,Total,Treatment,Energy recovery,0.0
2008,ACT,Miscellaneous,Total,Treatment,Recycling,14.0
2008,ACT,Organics,C&D,Energy from waste facility,Energy recovery,0.0
2008,ACT,Organics,C&D,Landfill,Disposal,1360.0
2008,ACT,Organics,C&D,Landfill,Energy recovery,350.0
2008,ACT,Organics,C&D,Recycling,Recycling,0.0
2008,ACT,Organics,C&I,Energy from waste facility,Energy recovery,0.0
2008,ACT,Organics,C&I,Landfill,Disposal,17230.0
2008,ACT,Organics,C&I,Landfill,Energy recovery,3293.0
2008,ACT,Organics,C&I,Other disposal,Disposal,20900.0
2008,ACT,Organics,C&I,Recycling,Recycling,0.0
2008,ACT,Organics,MSW,Energy from waste facility,Energy recovery,0.0
2008,ACT,Organics,MSW,Landfill,Disposal,35112.0
2008,ACT,Organics,MSW,Landfill,Energy recovery,11738.0
2008,ACT,Organics,MSW,Recycling,Recycling,0.0
2008,ACT,Organics,Total,Energy from waste facility,Energy recovery,0.0
2008,ACT,Organics,Total,Landfill,Disposal,53702.0
2008,ACT,Organics,Total,Landfill,Energy recovery,15382.0
2008,ACT,Organics,Total,Other disposal,Disposal,20900.0
2008,ACT,Organics,Total,Recycling,Recycling,175316.0
2008,ACT,Paper and Cardboard,C&D,Recycling,Recycling,0.0
2008,ACT,Paper and Cardboard,C&I,Recycling,Recycling,0.0
2008,ACT,Paper and Cardboard,MSW,Recycling,Recycling,0.0
2008,NSW,Chemicals,C&D,Landfill,Disposal,0.0
2008,NSW,Chemicals,C&D,Other disposal,Disposal,0.0
2008,NSW,Chemicals,C&D,Recycling,Recycling,0.0
2008,NSW,Chemicals,C&D,Treatment,Disposal,0.0
2008,NSW,Chemicals,C&D,Treatment,Energy recovery,0.0
2008,NSW,Chemicals,C&D,Treatment,Recycling,0.0
2008,NSW,Chemicals,C&I,Landfill,Disposal,11116.0
2008,NSW,Chemicals,C&I,Other disposal,Disposal,5.0
2008,NSW,Chemicals,C&I,Recycling,Recycling,90655.0
2008,NSW,Chemicals,C&I,Treatment,Disposal,41410.0
2008,NSW,Chemicals,C&I,Treatment,Energy recovery,38193.0
2008,NSW,Chemicals,C&I,Treatment,Recycling,162268.0
2008,NSW,Chemicals,Total,Landfill,Disposal,11116.0
2008,NSW,Chemicals,Total,Other disposal,Disposal,5.0
2008,NSW,Chemicals,Total,Recycling,Recycling,90655.0
2008,NSW,Chemicals,Total,Treatment,Disposal,41410.0
2008,NSW,Chemicals,Total,Treatment,Energy recovery,38193.0
2008,NSW,Chemicals,Total,Treatment,Recycling,162268.0
2008,NSW,Construction Waste,C&D,Energy from waste facility,Energy recovery,0.0
2008,NSW,Construction Waste,C&D,Landfill,Disposal,289621.0
2008,NSW,Construction Waste,C&D,Landfill,Energy recovery,35369.0
2008,NSW,Construction Waste,C&I,Energy from waste facility,Energy recovery,0.0
2008,NSW,Construction Waste,C&I,Landfill,Disposal,344970.0
2008,NSW,Construction Waste,C&I,Landfill,Energy recovery,42128.0
2008,NSW,Construction Waste,MSW,Energy from waste facility,Energy recovery,0.0
2008,NSW,Construction Waste,MSW,Landfill,Disposal,40993.0
2008,NSW,Construction Waste,MSW,Landfill,Energy recovery,5006.0
2008,NSW,Construction Waste,Total,Energy from waste facility,Energy recovery,0.0
2008,NSW,Construction Waste,Total,Landfill,Disposal,675585.0
2008,NSW,Construction Waste,Total,Landfill,Energy recovery,82503.0
2008,NSW,Glass,C&D,Recycling,Recycling,7823.0
2008,NSW,Glass,C&I,Recycling,Recycling,92140.0
2008,NSW,Glass,MSW,Recycling,Recycling,355883.0
2008,NSW,Glass,Total,Recycling,Recycling,455846.0
2008,NSW,Miscellaneous,C&D,Landfill,Disposal,328537.0
2008,NSW,Miscellaneous,C&D,Other disposal,Disposal,0.0
2008,NSW,Miscellaneous,C&D,Recycling,Recycling,776677.0
2008,NSW,Miscellaneous,C&D,Treatment,Disposal,39443.0
2008,NSW,Miscellaneous,C&D,Treatment,Energy recovery,0.0
2008,NSW,Miscellaneous,C&D,Treatment,Recycling,85650.0
2008,NSW,Miscellaneous,C&I,Energy from waste facility,Energy recovery,27480.0
2008,NSW,Miscellaneous,C&I,Landfill,Disposal,261501.0
2008,NSW,Miscellaneous,C&I,Other disposal,Disposal,1738.0
2008,NSW,Miscellaneous,C&I,Other disposal,Long-term storage,4478830.0
2008,NSW,Miscellaneous,C&I,Recycling,Recycling,2194402.0
2008,NSW,Miscellaneous,C&I,Treatment,Disposal,38566.0
2008,NSW,Miscellaneous,C&I,Treatment,Energy recovery,0.0
2008,NSW,Miscellaneous,C&I,Treatment,Recycling,35472.0
2008,NSW,Miscellaneous,MSW,Recycling,Recycling,141500.0
2008,NSW,Miscellaneous,Total,Energy from waste facility,Energy recovery,27480.0
2008,NSW,Miscellaneous,Total,Landfill,Disposal,590038.0
2008,NSW,Miscellaneous,Total,Other disposal,Disposal,1738.0
2008,NSW,Miscellaneous,Total,Other disposal,Long-term storage,4478830.0
2008,NSW,Miscellaneous,Total,Recycling,Recycling,3112579.0
2008,NSW,Miscellaneous,Total,Treatment,Disposal,78009.0
2008,NSW,Miscellaneous,Total,Treatment,Energy recovery,0.0
2008,NSW,Miscellaneous,Total,Treatment,Recycling,121123.0
2008,NSW,Organics,C&D,Energy from waste facility,Energy recovery,0.0
2008,NSW,Organics,C&D,Landfill,Disposal,32389.0
2008,NSW,Organics,C&D,Landfill,Energy recovery,1766.0
2008,NSW,Organics,C&I,Energy from waste facility,Energy recovery,0.0
2008,NSW,Organics,C&I,Landfill,Disposal,674404.0
2008,NSW,Organics,C&I,Landfill,Energy recovery,123320.0
2008,NSW,Organics,C&I,Other disposal,Disposal,82490.0
2008,NSW,Organics,C&I,Recycling,Recycling,325618.0
2008,NSW,Organics,MSW,Energy from waste facility,Energy recovery,0.0
2008,NSW,Organics,MSW,Landfill,Disposal,1355641.0
2008,NSW,Organics,MSW,Landfill,Energy recovery,225909.0
2008,NSW,Organics,Total,Energy from waste facility,Energy recovery,0.0
2008,NSW,Organics,Total,Landfill,Disposal,2062433.0
2008,NSW,Organics,Total,Landfill,Energy recovery,350994.0
2008,NSW,Organics,Total,Other disposal,Disposal,82490.0
2008,NSW,Organics,Total,Recycling,Recycling,325618.0
2008,NT,Chemicals,C&D,Landfill,Disposal,0.0
2008,NT,Chemicals,C&D,Other disposal,Disposal,0.0
2008,NT,Chemicals,C&D,Recycling,Recycling,0.0
2008,NT,Chemicals,C&D,Treatment,Disposal,0.0
2008,NT,Chemicals,C&D,Treatment,Energy recovery,0.0
2008,NT,Chemicals,C&D,Treatment,Recycling,0.0
2008,NT,Chemicals,C&I,Landfill,Disposal,683.0
2008,NT,Chemicals,C&I,Other disposal,Disposal,166.0
2008,NT,Chemicals,C&I,Recycling,Recycling,10960.0
2008,NT,Chemicals,C&I,Treatment,Disposal,1744.0
2008,NT,Chemicals,C&I,Treatment,Energy recovery,770.0
2008,NT,Chemicals,C&I,Treatment,Recycling,4460.0
2008,NT,Chemicals,Total,Landfill,Disposal,683.0
2008,NT,Chemicals,Total,Other disposal,Disposal,166.0
2008,NT,Chemicals,Total,Recycling,Recycling,10960.0
2008,NT,Chemicals,Total,Treatment,Disposal,1744.0
2008,NT,Chemicals,Total,Treatment,Energy recovery,770.0
2008,NT,Chemicals,Total,Treatment,Recycling,4460.0
2008,NT,Construction Waste,C&D,Energy from waste facility,Energy recovery,0.0
2008,NT,Construction Waste,C&D,Landfill,Disposal,6552.0
2008,NT,Construction Waste,C&D,Landfill,Energy recovery,1515.0
2008,NT,Construction Waste,C&I,Energy from waste facility,Energy recovery,0.0
2008,NT,Construction Waste,C&I,Landfill,Disposal,4512.0
2008,NT,Construction Waste,C&I,Landfill,Energy recovery,1044.0
2008,NT,Construction Waste,MSW,Energy from waste facility,Energy recovery,0.0
2008,NT,Construction Waste,MSW,Landfill,Disposal,1092.0
2008,NT,Construction Waste,MSW,Landfill,Energy recovery,253.0
2008,NT,Construction Waste,Total,Energy from waste facility,Energy recovery,0.0
2008,NT,Construction Waste,Total,Landfill,Disposal,12156.0
2008,NT,Construction Waste,Total,Landfill,Energy recovery,2811.0
2008,NT,Glass,C&D,Recycling,Recycling,0.0
2008,NT,Glass,C&I,Recycling,Recycling,0.0
2008,NT,Glass,MSW,Recycling,Recycling,4500.0
2008,NT,Glass,Total,Recycling,Recycling,4500.0
2008,NT,Metals,C&D,Recycling,Recycling,0.0
2008,NT,Metals,C&I,Recycling,Recycling,550.0
2008,NT,Metals,MSW,Recycling,Recycling,770.0
2008,NT,Metals,Total,Recycling,Recycling,1320.0
2008,NT,Miscellaneous,C&D,Landfill,Disposal,5316.0
2008,NT,Miscellaneous,C&D,Other disposal,Disposal,3.0
2008,NT,Miscellaneous,C&D,Recycling,Recycling,31.0
2008,NT,Miscellaneous,C&D,Treatment,Disposal,62.0
2008,NT,Miscellaneous,C&D,Treatment,Energy recovery,0.0
2008,NT,Miscellaneous,C&D,Treatment,Recycling,241.0
2008,NT,Miscellaneous,C&I,Energy from waste facility,Energy recovery,1218.0
2008,NT,Miscellaneous,C&I,Landfill,Disposal,5465.0
2008,NT,Miscellaneous,C&I,Other disposal,Disposal,119.0
2008,NT,Miscellaneous,C&I,Recycling,Recycling,588.0
2008,NT,Miscellaneous,C&I,Treatment,Disposal,257.0
2008,NT,Miscellaneous,C&I,Treatment,Energy recovery,0.0
2008,NT,Miscellaneous,C&I,Treatment,Recycling,145.0
2008,NT,Miscellaneous,Total,Energy from waste facility,Energy recovery,1218.0
2008,NT,Miscellaneous,Total,Landfill,Disposal,10781.0
2008,NT,Miscellaneous,Total,Other disposal,Disposal,122.0
2008,NT,Miscellaneous,Total,Recycling,Recycling,619.0
2008,NT,Miscellaneous,Total,Treatment,Disposal,319.0
2008,NT,Miscellaneous,Total,Treatment,Energy recovery,0.0
2008,NT,Miscellaneous,Total,Treatment,Recycling,387.0
2008,NT,Organics,C&D,Energy from waste facility,Energy recovery,0.0
2008,NT,Organics,C&D,Landfill,Disposal,2312.0
2008,NT,Organics,C&D,Landfill,Energy recovery,507.0
2008,NT,Organics,C&I,Energy from waste facility,Energy recovery,0.0
2008,NT,Organics,C&I,Landfill,Disposal,8677.0
2008,NT,Organics,C&I,Landfill,Energy recovery,2135.0
2008,NT,Organics,C&I,Other disposal,Disposal,1191.0
2008,NT,Organics,C&I,Recycling,Recycling,9408.0
2008,NT,Organics,MSW,Energy from waste facility,Energy recovery,0.0
2008,NT,Organics,MSW,Landfill,Disposal,58858.0
2008,NT,Organics,MSW,Landfill,Energy recovery,14069.0
2008,NT,Organics,Total,Energy from waste facility,Energy recovery,0.0
2008,NT,Organics,Total,Landfill,Disposal,69847.0
2008,NT,Organics,Total,Landfill,Energy recovery,16712.0
2008,NT,Organics,Total,Other disposal,Disposal,1191.0
2008,NT,Organics,Total,Recycling,Recycling,9408.0
2008,NT,Paper and Cardboard,C&D,Recycling,Recycling,0.0
2008,NT,Paper and Cardboard,C&I,Recycling,Recycling,5000.0
2008,NT,Paper and Cardboard,MSW,Recycling,Recycling,5050.0
2008,NT,Paper and Cardboard,Total,Recycling,Recycling,10050.0
2008,NT,Plastics,C&D,Recycling,Recycling,0.0
2008,NT,Plastics,C&I,Recycling,Recycling,200.0
2008,NT,Plastics,MSW,Recycling,Recycling,410.0
2008,NT,Plastics,Total,Recycling,Recycling,610.0
2008,Qld,Chemicals,C&D,Landfill,Disposal,0.0
2008,Qld,Chemicals,C&D,Other disposal,Disposal,0.0
2008,Qld,Chemicals,C&D,Recycling,Recycling,0.0
2008,Qld,Chemicals,C&D,Treatment,Disposal,0.0
2008,Qld,Chemicals,C&D,Treatment,Energy recovery,0.0
2008,Qld,Chemicals,C&D,Treatment,Recycling,0.0
2008,Qld,Chemicals,C&I,Landfill,Disposal,40459.0
2008,Qld,Chemicals,C&I,Other disposal,Disposal,6778.0
2008,Qld,Chemicals,C&I,Recycling,Recycling,247278.0
2008,Qld,Chemicals,C&I,Treatment,Disposal,36376.0
2008,Qld,Chemicals,C&I,Treatment,Energy recovery,12785.0
2008,Qld,Chemicals,C&I,Treatment,Recycling,85506.0
2008,Qld,Chemicals,Total,Landfill,Disposal,40459.0
2008,Qld,Chemicals,Total,Other disposal,Disposal,6778.0
2008,Qld,Chemicals,Total,Recycling,Recycling,247278.0
2008,Qld,Chemicals,Total,Treatment,Disposal,36376.0
2008,Qld,Chemicals,Total,Treatment,Energy recovery,12785.0
2008,Qld,Chemicals,Total,Treatment,Recycling,85506.0
2008,Qld,Construction Waste,C&D,Energy from waste facility,Energy recovery,0.0
2008,Qld,Construction Waste,C&D,Landfill,Disposal,69604.0
2008,Qld,Construction Waste,C&D,Landfill,Energy recovery,4146.0
2008,Qld,Construction Waste,C&D,Recycling,Recycling,0.0
2008,Qld,Construction Waste,C&I,Energy from waste facility,Energy recovery,49000.0
2008,Qld,Construction Waste,C&I,Landfill,Disposal,163185.0
2008,Qld,Construction Waste,C&I,Landfill,Energy recovery,9719.0
2008,Qld,Construction Waste,C&I,Recycling,Recycling,0.0
2008,Qld,Construction Waste,MSW,Energy from waste facility,Energy recovery,0.0
2008,Qld,Construction Waste,MSW,Landfill,Disposal,17356.0
2008,Qld,Construction Waste,MSW,Landfill,Energy recovery,1034.0
2008,Qld,Construction Waste,MSW,Recycling,Recycling,0.0
2008,Qld,Construction Waste,Total,Energy from waste facility,Energy recovery,49000.0
2008,Qld,Construction Waste,Total,Landfill,Disposal,250146.0
2008,Qld,Construction Waste,Total,Landfill,Energy recovery,14898.0
2008,Qld,Construction Waste,Total,Recycling,Recycling,0.0
2008,Qld,Glass,C&D,Recycling,Recycling,0.0
2008,Qld,Glass,C&I,Recycling,Recycling,0.0
2008,Qld,Glass,MSW,Recycling,Recycling,0.0
2008,Qld,Glass,Total,Recycling,Recycling,86150.0
2008,Qld,Miscellaneous,C&D,Landfill,Disposal,539122.0
2008,Qld,Miscellaneous,C&D,Other disposal,Disposal,136.0
2008,Qld,Miscellaneous,C&D,Recycling,Recycling,58.0
2008,Qld,Miscellaneous,C&D,Treatment,Disposal,80.0
2008,Qld,Miscellaneous,C&D,Treatment,Energy recovery,0.0
2008,Qld,Miscellaneous,C&D,Treatment,Recycling,0.0
2008,Qld,Miscellaneous,C&I,Energy from waste facility,Energy recovery,12435.0
2008,Qld,Miscellaneous,C&I,Landfill,Disposal,319910.0
2008,Qld,Miscellaneous,C&I,Other disposal,Disposal,7205.0
2008,Qld,Miscellaneous,C&I,Other disposal,Long-term storage,4122879.0
2008,Qld,Miscellaneous,C&I,Recycling,Recycling,826232.0
2008,Qld,Miscellaneous,C&I,Treatment,Disposal,23146.0
2008,Qld,Miscellaneous,C&I,Treatment,Energy recovery,0.0
2008,Qld,Miscellaneous,C&I,Treatment,Recycling,8603.0
2008,Qld,Miscellaneous,MSW,Recycling,Recycling,0.0
2008,Qld,Miscellaneous,Total,Energy from waste facility,Energy recovery,12435.0
2008,Qld,Miscellaneous,Total,Landfill,Disposal,859032.0
2008,Qld,Miscellaneous,Total,Other disposal,Disposal,7341.0
2008,Qld,Miscellaneous,Total,Other disposal,Long-term storage,4122879.0
2008,Qld,Miscellaneous,Total,Recycling,Recycling,834534.0
2008,Qld,Miscellaneous,Total,Treatment,Disposal,23227.0
2008,Qld,Miscellaneous,Total,Treatment,Energy recovery,0.0
2008,Qld,Miscellaneous,Total,Treatment,Recycling,8603.0
2008,Qld,Organics,C&D,Energy from waste facility,Energy recovery,0.0
2008,Qld,Organics,C&D,Landfill,Disposal,23921.0
2008,Qld,Organics,C&D,Landfill,Energy recovery,662.0
2008,Qld,Organics,C&D,Recycling,Recycling,0.0
2008,Qld,Organics,C&I,Energy from waste facility,Energy recovery,0.0
2008,Qld,Organics,C&I,Landfill,Disposal,322694.0
2008,Qld,Organics,C&I,Landfill,Energy recovery,30030.0
2008,Qld,Organics,C&I,Other disposal,Disposal,9366.0
2008,Qld,Organics,C&I,Recycling,Recycling,287210.0
2008,Qld,Organics,MSW,Energy from waste facility,Energy recovery,139000.0
2008,Qld,Organics,MSW,Landfill,Disposal,948348.0
2008,Qld,Organics,MSW,Landfill,Energy recovery,72297.0
2008,Qld,Organics,MSW,Recycling,Recycling,0.0
2008,Qld,Organics,Total,Energy from waste facility,Energy recovery,139000.0
2008,Qld,Organics,Total,Landfill,Disposal,1294963.0
2008,Qld,Organics,Total,Landfill,Energy recovery,102989.0
2008,Qld,Organics,Total,Other disposal,Disposal,9366.0
2008,Qld,Organics,Total,Recycling,Recycling,287210.0
2008,SA,Chemicals,C&D,Landfill,Disposal,0.0
2008,SA,Chemicals,C&D,Other disposal,Disposal,0.0
2008,SA,Chemicals,C&D,Recycling,Recycling,0.0
2008,SA,Chemicals,C&D,Treatment,Disposal,0.0
2008,SA,Chemicals,C&D,Treatment,Energy recovery,0.0
2008,SA,Chemicals,C&D,Treatment,Recycling,0.0
2008,SA,Chemicals,C&I,Landfill,Disposal,21607.0
2008,SA,Chemicals,C&I,Other disposal,Disposal,4.0
2008,SA,Chemicals,C&I,Recycling,Recycling,48613.0
2008,SA,Chemicals,C&I,Treatment,Disposal,8812.0
2008,SA,Chemicals,C&I,Treatment,Energy recovery,1001.0
2008,SA,Chemicals,C&I,Treatment,Recycling,9683.0
2008,SA,Chemicals,Total,Landfill,Disposal,21607.0
2008,SA,Chemicals,Total,Other disposal,Disposal,4.0
2008,SA,Chemicals,Total,Recycling,Recycling,48613.0
2008,SA,Chemicals,Total,Treatment,Disposal,8812.0
2008,SA,Chemicals,Total,Treatment,Energy recovery,1001.0
2008,SA,Chemicals,Total,Treatment,Recycling,9683.0
2008,SA,Construction Waste,C&D,Energy from waste facility,Energy recovery,0.0
2008,SA,Construction Waste,C&D,Landfill,Disposal,28530.0
2008,SA,Construction Waste,C&D,Landfill,Energy recovery,5300.0
2008,SA,Construction Waste,C&D,Recycling,Recycling,0.0
2008,SA,Construction Waste,C&I,Energy from waste facility,Energy recovery,33000.0
2008,SA,Construction Waste,C&I,Landfill,Disposal,12979.0
2008,SA,Construction Waste,C&I,Landfill,Energy recovery,2411.0
2008,SA,Construction Waste,C&I,Recycling,Recycling,0.0
2008,SA,Construction Waste,MSW,Energy from waste facility,Energy recovery,0.0
2008,SA,Construction Waste,MSW,Landfill,Disposal,4709.0
2008,SA,Construction Waste,MSW,Landfill,Energy recovery,875.0
2008,SA,Construction Waste,MSW,Recycling,Recycling,0.0
2008,SA,Construction Waste,Total,Energy from waste facility,Energy recovery,33000.0
2008,SA,Construction Waste,Total,Landfill,Disposal,46218.0
2008,SA,Construction Waste,Total,Landfill,Energy recovery,8585.0
2008,SA,Construction Waste,Total,Recycling,Recycling,1455078.0
2008,SA,Glass,C&D,Recycling,Recycling,0.0
