Year,Jurisdiction,Type,Stream,Management,Fate,Tonnes
2015,Vic,Miscellaneous,Total,Treatment,Energy recovery,0.0
2015,Vic,Miscellaneous,Total,Treatment,Recycling,16317.0
2015,Vic,Organics,C&D,Energy from waste facility,Energy recovery,0.0
2015,Vic,Organics,C&D,Landfill,Disposal,20598.0
2015,Vic,Organics,C&D,Landfill,Energy recovery,5611.0
2015,Vic,Organics,C&D,Recycling,Recycling,931.0
2015,Vic,Organics,C&I,Energy from waste facility,Energy recovery,3000.0
2015,Vic,Organics,C&I,Landfill,Disposal,250924.0
2015,Vic,Organics,C&I,Landfill,Energy recovery,124679.0
2015,Vic,Organics,C&I,Other disposal,Disposal,60206.0
2015,Vic,Organics,C&I,Recycling,Recycling,736180.0
2015,Vic,Organics,MSW,Energy from waste facility,Energy recovery,0.0
2015,Vic,Organics,MSW,Landfill,Disposal,694844.0
2015,Vic,Organics,MSW,Landfill,Energy recovery,366762.0
2015,Vic,Organics,MSW,Recycling,Recycling,288710.0
2015,Vic,Organics,Total,Energy from waste facility,Energy recovery,3000.0
2015,Vic,Organics,Total,Landfill,Disposal,966365.0
2015,Vic,Organics,Total,Landfill,Energy recovery,497051.0
2015,Vic,Organics,Total,Other disposal,Disposal,60206.0
2015,Vic,Organics,Total,Recycling,Recycling,1025821.0
2015,Vic,Paper and Cardboard,C&D,Recycling,Recycling,306.0
2015,Vic,Paper and Cardboard,C&I,Recycling,Recycling,825192.0
2015,Vic,Paper and Cardboard,MSW,Recycling,Recycling,25635.0
2015,Vic,Paper and Cardboard,Total,Recycling,Recycling,851133.0
2015,WA,Chemicals,C&D,Landfill,Disposal,0.0
2015,WA,Chemicals,C&D,Other disposal,Disposal,0.0
2015,WA,Chemicals,C&D,Recycling,Recycling,0.0
2015,WA,Chemicals,C&D,Treatment,Disposal,0.0
2015,WA,Chemicals,C&D,Treatment,Energy recovery,0.0
2015,WA,Chemicals,C&D,Treatment,Recycling,0.0
2015,WA,Chemicals,C&I,Landfill,Disposal,2184.0
2015,WA,Chemicals,C&I,Other disposal,Disposal,236.0
2015,WA,Chemicals,C&I,Recycling,Recycling,298576.0
2015,WA,Chemicals,C&I,Treatment,Disposal,47142.0
2015,WA,Chemicals,C&I,Treatment,Energy recovery,15103.0
2015,WA,Chemicals,C&I,Treatment,Recycling,88489.0
2015,WA,Chemicals,Total,Landfill,Disposal,2184.0
2015,WA,Chemicals,Total,Other disposal,Disposal,236.0
2015,WA,Chemicals,Total,Recycling,Recycling,298576.0
2015,WA,Chemicals,Total,Treatment,Disposal,47142.0
2015,WA,Chemicals,Total,Treatment,Energy recovery,15103.0
2015,WA,Chemicals,Total,Treatment,Recycling,88489.0
2015,WA,Construction Waste,C&D,Energy from waste facility,Energy recovery,0.0
2015,WA,Construction Waste,C&D,Landfill,Disposal,39912.0
2015,WA,Construction Waste,C&D,Landfill,Energy recovery,688.0
2015,WA,Construction Waste,C&D,Recycling,Recycling,1017746.0
2015,WA,Construction Waste,C&I,Energy from waste facility,Energy recovery,0.0
2015,WA,Construction Waste,C&I,Landfill,Disposal,103819.0
2015,WA,Construction Waste,C&I,Landfill,Energy recovery,1789.0
2015,WA,Construction Waste,C&I,Recycling,Recycling,135040.0
2015,WA,Construction Waste,MSW,Energy from waste facility,Energy recovery,0.0
2015,WA,Construction Waste,MSW,Landfill,Disposal,10975.0
2015,WA,Construction Waste,MSW,Landfill,Energy recovery,189.0
2015,WA,Construction Waste,MSW,Recycling,Recycling,31271.0
2015,WA,Construction Waste,Total,Energy from waste facility,Energy recovery,0.0
2015,WA,Construction Waste,Total,Landfill,Disposal,154706.0
2015,WA,Construction Waste,Total,Landfill,Energy recovery,2665.0
2015,WA,Construction Waste,Total,Recycling,Recycling,1184058.0
2015,WA,Glass,C&D,Recycling,Recycling,0.0
2015,WA,Glass,C&I,Recycling,Recycling,840.0
2015,WA,Glass,MSW,Recycling,Recycling,45683.0
2015,WA,Glass,Total,Recycling,Recycling,46523.0
2015,WA,Metals,C&D,Recycling,Recycling,138329.0
2015,WA,Metals,C&I,Recycling,Recycling,361008.0
2015,WA,Metals,MSW,Recycling,Recycling,79622.0
2015,WA,Metals,Total,Recycling,Recycling,578960.0
2015,WA,Miscellaneous,C&D,Landfill,Disposal,21420.0
2015,WA,Miscellaneous,C&D,Other disposal,Disposal,0.0
2015,WA,Miscellaneous,C&D,Recycling,Recycling,42.0
2015,WA,Miscellaneous,C&D,Treatment,Disposal,1939.0
2015,WA,Miscellaneous,C&D,Treatment,Energy recovery,0.0
2015,WA,Miscellaneous,C&D,Treatment,Recycling,7754.0
2015,WA,Miscellaneous,C&I,Energy from waste facility,Energy recovery,12724.0
2015,WA,Miscellaneous,C&I,Landfill,Disposal,72998.0
2015,WA,Miscellaneous,C&I,Other disposal,Disposal,2417.0
2015,WA,Miscellaneous,C&I,Other disposal,Long-term storage,338619.0
2015,WA,Miscellaneous,C&I,Recycling,Recycling,718320.0
2015,WA,Miscellaneous,C&I,Treatment,Disposal,44200.0
2015,WA,Miscellaneous,C&I,Treatment,Energy recovery,0.0
2015,WA,Miscellaneous,C&I,Treatment,Recycling,5006.0
2015,WA,Miscellaneous,MSW,Recycling,Recycling,2560.0
2015,WA,Miscellaneous,Total,Energy from waste facility,Energy recovery,12724.0
2015,WA,Miscellaneous,Total,Landfill,Disposal,94418.0
2015,WA,Miscellaneous,Total,Other disposal,Disposal,2417.0
2015,WA,Miscellaneous,Total,Other disposal,Long-term storage,338619.0
2015,WA,Miscellaneous,Total,Recycling,Recycling,720923.0
2015,WA,Miscellaneous,Total,Treatment,Disposal,46139.0
2015,WA,Miscellaneous,Total,Treatment,Energy recovery,0.0
2015,WA,Miscellaneous,Total,Treatment,Recycling,12760.0
2015,WA,Organics,C&D,Energy from waste facility,Energy recovery,0.0
2015,WA,Organics,C&D,Landfill,Disposal,12327.0
2015,WA,Organics,C&D,Landfill,Energy recovery,1207.0
2015,WA,Organics,C&D,Recycling,Recycling,50429.0
2015,WA,Organics,C&I,Energy from waste facility,Energy recovery,0.0
2015,WA,Organics,C&I,Landfill,Disposal,184113.0
2015,WA,Organics,C&I,Landfill,Energy recovery,31327.0
2015,WA,Organics,C&I,Other disposal,Disposal,21098.0
2015,WA,Organics,C&I,Recycling,Recycling,152984.0
2015,WA,Organics,MSW,Energy from waste facility,Energy recovery,0.0
2015,WA,Organics,MSW,Landfill,Disposal,536849.0
2015,WA,Organics,MSW,Landfill,Energy recovery,82731.0
2015,WA,Organics,MSW,Recycling,Recycling,224768.0
2015,WA,Organics,Total,Energy from waste facility,Energy recovery,0.0
2015,WA,Organics,Total,Landfill,Disposal,733288.0
2015,WA,Organics,Total,Landfill,Energy recovery,115264.0
2015,WA,Organics,Total,Other disposal,Disposal,21098.0
2015,WA,Organics,Total,Recycling,Recycling,428181.0
2015,WA,Paper and Cardboard,C&D,Recycling,Recycling,540.0
2015,WA,Paper and Cardboard,C&I,Recycling,Recycling,114461.0
2015,WA,Paper and Cardboard,MSW,Recycling,Recycling,136265.0
2015,WA,Paper and Cardboard,Total,Recycling,Recycling,251267.0
2015,WA,Plastics,C&D,Recycling,Recycling,60.0
2015,WA,Plastics,C&I,Recycling,Recycling,7590.0
2015,WA,Plastics,MSW,Recycling,Recycling,8470.0
2015,WA,Plastics,Total,Recycling,Recycling,16120.0
2016,ACT,Chemicals,C&D,Landfill,Disposal,0.0
2016,ACT,Chemicals,C&D,Other disposal,Disposal,0.0
2016,ACT,Chemicals,C&D,Recycling,Recycling,0.0
2016,ACT,Chemicals,C&D,Treatment,Disposal,0.0
2016,ACT,Chemicals,C&D,Treatment,Energy recovery,0.0
2016,ACT,Chemicals,C&D,Treatment,Recycling,0.0
2016,ACT,Chemicals,C&I,Landfill,Disposal,84.0
2016,ACT,Chemicals,C&I,Other disposal,Disposal,1.0
2016,ACT,Chemicals,C&I,Recycling,Recycling,6263.0
2016,ACT,Chemicals,C&I,Treatment,Disposal,686.0
2016,ACT,Chemicals,C&I,Treatment,Energy recovery,66.0
2016,ACT,Chemicals,C&I,Treatment,Recycling,922.0
2016,ACT,Chemicals,Total,Landfill,Disposal,84.0
2016,ACT,Chemicals,Total,Other disposal,Disposal,1.0
2016,ACT,Chemicals,Total,Recycling,Recycling,6263.0
2016,ACT,Chemicals,Total,Treatment,Disposal,686.0
2016,ACT,Chemicals,Total,Treatment,Energy recovery,66.0
2016,ACT,Chemicals,Total,Treatment,Recycling,922.0
2016,ACT,Construction Waste,C&D,Energy from waste facility,Energy recovery,0.0
2016,ACT,Construction Waste,C&D,Landfill,Disposal,51250.0
2016,ACT,Construction Waste,C&D,Landfill,Energy recovery,1294.0
2016,ACT,Construction Waste,C&D,Recycling,Recycling,0.0
2016,ACT,Construction Waste,C&I,Energy from waste facility,Energy recovery,0.0
2016,ACT,Construction Waste,C&I,Landfill,Disposal,24799.0
2016,ACT,Construction Waste,C&I,Landfill,Energy recovery,606.0
2016,ACT,Construction Waste,C&I,Recycling,Recycling,0.0
2016,ACT,Construction Waste,MSW,Energy from waste facility,Energy recovery,0.0
2016,ACT,Construction Waste,MSW,Landfill,Disposal,4301.0
2016,ACT,Construction Waste,MSW,Landfill,Energy recovery,186.0
2016,ACT,Construction Waste,MSW,Recycling,Recycling,0.0
2016,ACT,Construction Waste,Total,Energy from waste facility,Energy recovery,0.0
2016,ACT,Construction Waste,Total,Landfill,Disposal,80348.0
2016,ACT,Construction Waste,Total,Landfill,Energy recovery,2086.0
2016,ACT,Construction Waste,Total,Recycling,Recycling,129759.0
2016,ACT,Glass,C&D,Recycling,Recycling,0.0
2016,ACT,Glass,C&I,Recycling,Recycling,0.0
2016,ACT,Glass,MSW,Recycling,Recycling,0.0
2016,ACT,Glass,Total,Recycling,Recycling,14122.0
2016,ACT,Metals,C&D,Landfill,Disposal,0.0
2016,ACT,Metals,C&D,Recycling,Recycling,0.0
2016,ACT,Metals,C&I,Landfill,Disposal,0.0
2016,ACT,Metals,C&I,Recycling,Recycling,0.0
2016,ACT,Metals,MSW,Landfill,Disposal,729.0
2016,ACT,Metals,MSW,Recycling,Recycling,0.0
2016,ACT,Metals,Total,Landfill,Disposal,729.0
2016,ACT,Metals,Total,Recycling,Recycling,23114.0
2016,ACT,Miscellaneous,C&D,Landfill,Disposal,112478.0
2016,ACT,Miscellaneous,C&D,Other disposal,Disposal,5.0
2016,ACT,Miscellaneous,C&D,Recycling,Recycling,44.0
2016,ACT,Miscellaneous,C&D,Treatment,Disposal,64.0
2016,ACT,Miscellaneous,C&D,Treatment,Energy recovery,0.0
2016,ACT,Miscellaneous,C&D,Treatment,Recycling,1.0
2016,ACT,Miscellaneous,C&I,Energy from waste facility,Energy recovery,1083.0
2016,ACT,Miscellaneous,C&I,Landfill,Disposal,98225.0
2016,ACT,Miscellaneous,C&I,Other disposal,Disposal,104.0
2016,ACT,Miscellaneous,C&I,Recycling,Recycling,462.0
2016,ACT,Miscellaneous,C&I,Treatment,Disposal,172.0
2016,ACT,Miscellaneous,C&I,Treatment,Energy recovery,0.0
2016,ACT,Miscellaneous,C&I,Treatment,Recycling,2.0
2016,ACT,Miscellaneous,MSW,Recycling,Recycling,0.0
2016,ACT,Miscellaneous,Total,Energy from waste facility,Energy recovery,1083.0
2016,ACT,Miscellaneous,Total,Landfill,Disposal,210703.0
2016,ACT,Miscellaneous,Total,Other disposal,Disposal,108.0
2016,ACT,Miscellaneous,Total,Recycling,Recycling,15988.0
2016,ACT,Miscellaneous,Total,Treatment,Disposal,236.0
2016,ACT,Miscellaneous,Total,Treatment,Energy recovery,0.0
2016,ACT,Miscellaneous,Total,Treatment,Recycling,3.0
2016,ACT,Organics,C&D,Energy from waste facility,Energy recovery,0.0
2016,ACT,Organics,C&D,Landfill,Disposal,363.0
2016,ACT,Organics,C&D,Landfill,Energy recovery,88.0
2016,ACT,Organics,C&D,Recycling,Recycling,0.0
2016,ACT,Organics,C&I,Energy from waste facility,Energy recovery,0.0
2016,ACT,Organics,C&I,Landfill,Disposal,13300.0
2016,ACT,Organics,C&I,Landfill,Energy recovery,6391.0
2016,ACT,Organics,C&I,Other disposal,Disposal,93429.0
2016,ACT,Organics,C&I,Recycling,Recycling,0.0
2016,ACT,Organics,MSW,Energy from waste facility,Energy recovery,0.0
2016,ACT,Organics,MSW,Landfill,Disposal,36982.0
2016,ACT,Organics,MSW,Landfill,Energy recovery,15823.0
2016,ACT,Organics,MSW,Recycling,Recycling,0.0
2016,ACT,Organics,Total,Energy from waste facility,Energy recovery,0.0
2016,ACT,Organics,Total,Landfill,Disposal,50645.0
2016,ACT,Organics,Total,Landfill,Energy recovery,22304.0
2016,ACT,Organics,Total,Other disposal,Disposal,93429.0
2016,ACT,Organics,Total,Recycling,Recycling,243534.0
2016,ACT,Paper and Cardboard,C&D,Recycling,Recycling,0.0
2016,ACT,Paper and Cardboard,C&I,Recycling,Recycling,0.0
2016,ACT,Paper and Cardboard,MSW,Recycling,Recycling,0.0
2016,ACT,Paper and Cardboard,Total,Recycling,Recycling,11836.0
2016,ACT,Plastics,C&D,Landfill,Disposal,0.0
2016,ACT,Plastics,C&I,Landfill,Disposal,0.0
2016,ACT,Plastics,MSW,Landfill,Disposal,0.0
2016,ACT,Plastics,Total,Landfill,Disposal,0.0
2016,NSW,Chemicals,C&D,Landfill,Disposal,0.0
2016,NSW,Chemicals,C&D,Other disposal,Disposal,0.0
2016,NSW,Chemicals,C&D,Recycling,Recycling,0.0
2016,NSW,Chemicals,C&D,Treatment,Disposal,0.0
2016,NSW,Chemicals,C&D,Treatment,Energy recovery,0.0
2016,NSW,Chemicals,C&D,Treatment,Recycling,0.0
2016,NSW,Chemicals,C&I,Landfill,Disposal,17013.0
2016,NSW,Chemicals,C&I,Other disposal,Disposal,4.0
2016,NSW,Chemicals,C&I,Recycling,Recycling,186097.0
2016,NSW,Chemicals,C&I,Treatment,Disposal,114903.0
2016,NSW,Chemicals,C&I,Treatment,Energy recovery,10573.0
2016,NSW,Chemicals,C&I,Treatment,Recycling,157057.0
2016,NSW,Chemicals,Total,Landfill,Disposal,17013.0
2016,NSW,Chemicals,Total,Other disposal,Disposal,4.0
2016,NSW,Chemicals,Total,Recycling,Recycling,186097.0
2016,NSW,Chemicals,Total,Treatment,Disposal,114903.0
2016,NSW,Chemicals,Total,Treatment,Energy recovery,10573.0
2016,NSW,Chemicals,Total,Treatment,Recycling,157057.0
2016,NSW,Construction Waste,C&D,Energy from waste facility,Energy recovery,0.0
2016,NSW,Construction Waste,C&D,Landfill,Disposal,73400.0
2016,NSW,Construction Waste,C&D,Landfill,Energy recovery,3325.0
2016,NSW,Construction Waste,C&D,Recycling,Recycling,7217260.0
2016,NSW,Construction Waste,C&I,Energy from waste facility,Energy recovery,0.0
2016,NSW,Construction Waste,C&I,Landfill,Disposal,344137.0
2016,NSW,Construction Waste,C&I,Landfill,Energy recovery,15591.0
2016,NSW,Construction Waste,C&I,Recycling,Recycling,169180.0
2016,NSW,Construction Waste,MSW,Energy from waste facility,Energy recovery,0.0
2016,NSW,Construction Waste,MSW,Landfill,Disposal,24212.0
2016,NSW,Construction Waste,MSW,Landfill,Energy recovery,1097.0
2016,NSW,Construction Waste,MSW,Recycling,Recycling,16123.0
2016,NSW,Construction Waste,Total,Energy from waste facility,Energy recovery,0.0
2016,NSW,Construction Waste,Total,Landfill,Disposal,441750.0
2016,NSW,Construction Waste,Total,Landfill,Energy recovery,20013.0
2016,NSW,Construction Waste,Total,Recycling,Recycling,7402563.0
2016,NSW,Glass,C&D,Recycling,Recycling,133.0
2016,NSW,Glass,C&I,Recycling,Recycling,58323.0
2016,NSW,Glass,MSW,Recycling,Recycling,173193.0
2016,NSW,Glass,Total,Recycling,Recycling,231649.0
2016,NSW,Metals,C&D,Recycling,Recycling,680202.0
2016,NSW,Metals,C&I,Recycling,Recycling,689340.0
2016,NSW,Metals,MSW,Recycling,Recycling,345921.0
2016,NSW,Metals,Total,Recycling,Recycling,1715463.0
2016,NSW,Miscellaneous,C&D,Landfill,Disposal,636468.0
2016,NSW,Miscellaneous,C&D,Other disposal,Disposal,0.0
2016,NSW,Miscellaneous,C&D,Recycling,Recycling,55.0
2016,NSW,Miscellaneous,C&D,Treatment,Disposal,0.0
2016,NSW,Miscellaneous,C&D,Treatment,Energy recovery,0.0
2016,NSW,Miscellaneous,C&D,Treatment,Recycling,0.0
2016,NSW,Miscellaneous,C&I,Energy from waste facility,Energy recovery,30981.0
2016,NSW,Miscellaneous,C&I,Landfill,Disposal,720578.0
2016,NSW,Miscellaneous,C&I,Other disposal,Disposal,2992.0
2016,NSW,Miscellaneous,C&I,Other disposal,Long-term storage,1230418.0
2016,NSW,Miscellaneous,C&I,Recycling,Recycling,4423123.0
2016,NSW,Miscellaneous,C&I,Treatment,Disposal,24745.0
2016,NSW,Miscellaneous,C&I,Treatment,Energy recovery,0.0
2016,NSW,Miscellaneous,C&I,Treatment,Recycling,3844.0
2016,NSW,Miscellaneous,MSW,Landfill,Disposal,81666.0
2016,NSW,Miscellaneous,MSW,Recycling,Recycling,4468.0
2016,NSW,Miscellaneous,Total,Energy from waste facility,Energy recovery,30981.0
2016,NSW,Miscellaneous,Total,Landfill,Disposal,1438713.0
2016,NSW,Miscellaneous,Total,Other disposal,Disposal,2992.0
2016,NSW,Miscellaneous,Total,Other disposal,Long-term storage,1230418.0
2016,NSW,Miscellaneous,Total,Recycling,Recycling,4427645.0
2016,NSW,Miscellaneous,Total,Treatment,Disposal,24745.0
2016,NSW,Miscellaneous,Total,Treatment,Energy recovery,0.0
2016,NSW,Miscellaneous,Total,Treatment,Recycling,3844.0
2016,NSW,Organics,C&D,Energy from waste facility,Energy recovery,0.0
2016,NSW,Organics,C&D,Landfill,Disposal,26549.0
2016,NSW,Organics,C&D,Landfill,Energy recovery,6990.0
2016,NSW,Organics,C&D,Recycling,Recycling,54012.0
2016,NSW,Organics,C&I,Anaerobic digestion,Recycling,50000.0
2016,NSW,Organics,C&I,Energy from waste facility,Energy recovery,0.0
2016,NSW,Organics,C&I,Landfill,Disposal,258779.0
2016,NSW,Organics,C&I,Landfill,Energy recovery,115176.0
2016,NSW,Organics,C&I,Other disposal,Disposal,18686.0
2016,NSW,Organics,C&I,Recycling,Recycling,715248.0
2016,NSW,Organics,MSW,Energy from waste facility,Energy recovery,0.0
2016,NSW,Organics,MSW,Landfill,Disposal,745278.0
2016,NSW,Organics,MSW,Landfill,Energy recovery,349198.0
2016,NSW,Organics,MSW,Recycling,Recycling,882546.0
2016,NSW,Organics,Total,Anaerobic digestion,Recycling,50000.0
2016,NSW,Organics,Total,Energy from waste facility,Energy recovery,50000.0
2016,NSW,Organics,Total,Landfill,Disposal,1030606.0
2016,NSW,Organics,Total,Landfill,Energy recovery,471364.0
2016,NSW,Organics,Total,Other disposal,Disposal,18686.0
2016,NSW,Organics,Total,Recycling,Recycling,1601805.0
2016,NT,Chemicals,C&D,Landfill,Disposal,0.0
2016,NT,Chemicals,C&D,Other disposal,Disposal,0.0
2016,NT,Chemicals,C&D,Recycling,Recycling,0.0
2016,NT,Chemicals,C&D,Treatment,Disposal,0.0
2016,NT,Chemicals,C&D,Treatment,Energy recovery,0.0
2016,NT,Chemicals,C&D,Treatment,Recycling,0.0
2016,NT,Chemicals,C&I,Landfill,Disposal,381.0
2016,NT,Chemicals,C&I,Other disposal,Disposal,2.0
2016,NT,Chemicals,C&I,Recycling,Recycling,7544.0
2016,NT,Chemicals,C&I,Treatment,Disposal,665.0
2016,NT,Chemicals,C&I,Treatment,Energy recovery,151.0
2016,NT,Chemicals,C&I,Treatment,Recycling,1276.0
2016,NT,Chemicals,Total,Landfill,Disposal,381.0
2016,NT,Chemicals,Total,Other disposal,Disposal,2.0
2016,NT,Chemicals,Total,Recycling,Recycling,7544.0
2016,NT,Chemicals,Total,Treatment,Disposal,665.0
2016,NT,Chemicals,Total,Treatment,Energy recovery,151.0
2016,NT,Chemicals,Total,Treatment,Recycling,1276.0
2016,NT,Construction Waste,C&D,Energy from waste facility,Energy recovery,0.0
2016,NT,Construction Waste,C&D,Landfill,Disposal,7775.0
2016,NT,Construction Waste,C&D,Landfill,Energy recovery,128.0
2016,NT,Construction Waste,C&I,Energy from waste facility,Energy recovery,0.0
2016,NT,Construction Waste,C&I,Landfill,Disposal,5354.0
2016,NT,Construction Waste,C&I,Landfill,Energy recovery,88.0
2016,NT,Construction Waste,MSW,Energy from waste facility,Energy recovery,0.0
2016,NT,Construction Waste,MSW,Landfill,Disposal,1296.0
2016,NT,Construction Waste,MSW,Landfill,Energy recovery,21.0
2016,NT,Construction Waste,Total,Energy from waste facility,Energy recovery,0.0
2016,NT,Construction Waste,Total,Landfill,Disposal,14426.0
2016,NT,Construction Waste,Total,Landfill,Energy recovery,237.0
2016,NT,Glass,C&D,Recycling,Recycling,0.0
2016,NT,Glass,C&I,Recycling,Recycling,0.0
2016,NT,Glass,MSW,Recycling,Recycling,5740.0
2016,NT,Glass,Total,Recycling,Recycling,5740.0
2016,NT,Metals,C&D,Recycling,Recycling,0.0
2016,NT,Metals,C&I,Recycling,Recycling,58.0
2016,NT,Metals,MSW,Recycling,Recycling,613.0
2016,NT,Metals,Total,Recycling,Recycling,671.0
2016,NT,Miscellaneous,C&D,Landfill,Disposal,8578.0
2016,NT,Miscellaneous,C&D,Other disposal,Disposal,0.0
2016,NT,Miscellaneous,C&D,Recycling,Recycling,280.0
2016,NT,Miscellaneous,C&D,Treatment,Disposal,114.0
2016,NT,Miscellaneous,C&D,Treatment,Energy recovery,0.0
2016,NT,Miscellaneous,C&D,Treatment,Recycling,447.0
2016,NT,Miscellaneous,C&I,Energy from waste facility,Energy recovery,1408.0
2016,NT,Miscellaneous,C&I,Landfill,Disposal,8032.0
2016,NT,Miscellaneous,C&I,Other disposal,Disposal,96.0
2016,NT,Miscellaneous,C&I,Recycling,Recycling,727.0
2016,NT,Miscellaneous,C&I,Treatment,Disposal,241.0
2016,NT,Miscellaneous,C&I,Treatment,Energy recovery,0.0
2016,NT,Miscellaneous,C&I,Treatment,Recycling,190.0
2016,NT,Miscellaneous,Total,Energy from waste facility,Energy recovery,1408.0
2016,NT,Miscellaneous,Total,Landfill,Disposal,16610.0
2016,NT,Miscellaneous,Total,Other disposal,Disposal,97.0
2016,NT,Miscellaneous,Total,Recycling,Recycling,1007.0
2016,NT,Miscellaneous,Total,Treatment,Disposal,355.0
2016,NT,Miscellaneous,Total,Treatment,Energy recovery,0.0
2016,NT,Miscellaneous,Total,Treatment,Recycling,637.0
2016,NT,Organics,C&D,Energy from waste facility,Energy recovery,0.0
2016,NT,Organics,C&D,Landfill,Disposal,2433.0
2016,NT,Organics,C&D,Landfill,Energy recovery,201.0
2016,NT,Organics,C&I,Energy from waste facility,Energy recovery,0.0
2016,NT,Organics,C&I,Landfill,Disposal,9696.0
2016,NT,Organics,C&I,Landfill,Energy recovery,1407.0
2016,NT,Organics,C&I,Other disposal,Disposal,5606.0
2016,NT,Organics,C&I,Recycling,Recycling,22423.0
2016,NT,Organics,MSW,Energy from waste facility,Energy recovery,0.0
2016,NT,Organics,MSW,Landfill,Disposal,64692.0
2016,NT,Organics,MSW,Landfill,Energy recovery,8411.0
2016,NT,Organics,Total,Energy from waste facility,Energy recovery,0.0
2016,NT,Organics,Total,Landfill,Disposal,76820.0
2016,NT,Organics,Total,Landfill,Energy recovery,10019.0
2016,NT,Organics,Total,Other disposal,Disposal,5606.0
2016,NT,Organics,Total,Recycling,Recycling,22423.0
2016,NT,Paper and Cardboard,C&D,Recycling,Recycling,0.0
2016,NT,Paper and Cardboard,C&I,Recycling,Recycling,0.0
2016,NT,Paper and Cardboard,MSW,Recycling,Recycling,120.0
2016,NT,Paper and Cardboard,Total,Recycling,Recycling,120.0
2016,NT,Plastics,C&D,Recycling,Recycling,0.0
2016,NT,Plastics,C&I,Recycling,Recycling,0.0
2016,NT,Plastics,MSW,Recycling,Recycling,594.0
2016,NT,Plastics,Total,Recycling,Recycling,594.0
2016,Qld,Chemicals,C&D,Landfill,Disposal,0.0
2016,Qld,Chemicals,C&D,Other disposal,Disposal,0.0
2016,Qld,Chemicals,C&D,Recycling,Recycling,0.0
2016,Qld,Chemicals,C&D,Treatment,Disposal,0.0
2016,Qld,Chemicals,C&D,Treatment,Energy recovery,0.0
2016,Qld,Chemicals,C&D,Treatment,Recycling,0.0
2016,Qld,Chemicals,C&I,Landfill,Disposal,86011.0
2016,Qld,Chemicals,C&I,Other disposal,Disposal,650.0
2016,Qld,Chemicals,C&I,Recycling,Recycling,392874.0
2016,Qld,Chemicals,C&I,Treatment,Disposal,42202.0
2016,Qld,Chemicals,C&I,Treatment,Energy recovery,5015.0
2016,Qld,Chemicals,C&I,Treatment,Recycling,54272.0
2016,Qld,Chemicals,Total,Landfill,Disposal,86011.0
2016,Qld,Chemicals,Total,Other disposal,Disposal,650.0
2016,Qld,Chemicals,Total,Recycling,Recycling,392874.0
2016,Qld,Chemicals,Total,Treatment,Disposal,42202.0
2016,Qld,Chemicals,Total,Treatment,Energy recovery,5015.0
2016,Qld,Chemicals,Total,Treatment,Recycling,54272.0
2016,Qld,Construction Waste,C&D,Energy from waste facility,Energy recovery,0.0
2016,Qld,Construction Waste,C&D,Landfill,Disposal,88092.0
2016,Qld,Construction Waste,C&D,Landfill,Energy recovery,2301.0
2016,Qld,Construction Waste,C&I,Energy from waste facility,Energy recovery,16167.0
2016,Qld,Construction Waste,C&I,Landfill,Disposal,175614.0
2016,Qld,Construction Waste,C&I,Landfill,Energy recovery,4588.0
2016,Qld,Construction Waste,MSW,Energy from waste facility,Energy recovery,0.0
2016,Qld,Construction Waste,MSW,Landfill,Disposal,17625.0
2016,Qld,Construction Waste,MSW,Landfill,Energy recovery,460.0
2016,Qld,Construction Waste,Total,Energy from waste facility,Energy recovery,16167.0
2016,Qld,Construction Waste,Total,Landfill,Disposal,281331.0
2016,Qld,Construction Waste,Total,Landfill,Energy recovery,7349.0
2016,Qld,Construction Waste,Total,Recycling,Recycling,1989119.0
2016,Qld,Glass,Total,Recycling,Recycling,107219.0
2016,Qld,Metals,Total,Recycling,Recycling,789988.0
2016,Qld,Miscellaneous,C&D,Landfill,Disposal,813433.0
2016,Qld,Miscellaneous,C&D,Other disposal,Disposal,68.0
2016,Qld,Miscellaneous,C&D,Recycling,Recycling,10226.0
2016,Qld,Miscellaneous,C&D,Treatment,Disposal,2705.0
2016,Qld,Miscellaneous,C&D,Treatment,Energy recovery,0.0
2016,Qld,Miscellaneous,C&D,Treatment,Recycling,10196.0
2016,Qld,Miscellaneous,C&I,Energy from waste facility,Energy recovery,13088.0
2016,Qld,Miscellaneous,C&I,Landfill,Disposal,509375.0
2016,Qld,Miscellaneous,C&I,Other disposal,Disposal,7969.0
2016,Qld,Miscellaneous,C&I,Other disposal,Long-term storage,3696711.0
2016,Qld,Miscellaneous,C&I,Recycling,Recycling,860399.0
2016,Qld,Miscellaneous,C&I,Treatment,Disposal,12051.0
2016,Qld,Miscellaneous,C&I,Treatment,Energy recovery,0.0
2016,Qld,Miscellaneous,C&I,Treatment,Recycling,5990.0
2016,Qld,Miscellaneous,Total,Energy from waste facility,Energy recovery,13088.0
2016,Qld,Miscellaneous,Total,Landfill,Disposal,1322807.0
2016,Qld,Miscellaneous,Total,Other disposal,Disposal,8037.0
2016,Qld,Miscellaneous,Total,Other disposal,Long-term storage,3696711.0
2016,Qld,Miscellaneous,Total,Recycling,Recycling,871474.0
2016,Qld,Miscellaneous,Total,Treatment,Disposal,14756.0
2016,Qld,Miscellaneous,Total,Treatment,Energy recovery,0.0
2016,Qld,Miscellaneous,Total,Treatment,Recycling,16185.0
2016,Qld,Organics,C&D,Energy from waste facility,Energy recovery,0.0
