Year,Jurisdiction,Type,Stream,Fate,Tonnes
2013,SA,Reactive chemicals (E),C&I,Energy recovery,0.0
2013,SA,Reactive chemicals (E),C&I,Recycling,0.0
2013,SA,Reactive chemicals (E),Total,Disposal,5.09
2013,SA,Reactive chemicals (E),Total,Energy recovery,0.0
2013,SA,Reactive chemicals (E),Total,Recycling,0.0
2013,SA,Rubble,C&D,Recycling,0.0
2013,SA,Rubble,C&I,Recycling,0.0
2013,SA,Rubble,MSW,Recycling,0.0
2013,SA,Rubble,Total,Recycling,51600.0
2013,SA,Textiles,C&D,Recycling,0.0
2013,SA,Textiles,C&I,Recycling,0.0
2013,SA,Textiles,MSW,Recycling,0.0
2013,SA,Textiles,Total,Recycling,3200.0
2013,SA,Timber,C&D,Disposal,70302.0
2013,SA,Timber,C&D,Energy recovery,4949.0
2013,SA,Timber,C&D,Recycling,0.0
2013,SA,Timber,C&I,Disposal,11878.0
2013,SA,Timber,C&I,Energy recovery,69146.0
2013,SA,Timber,C&I,Recycling,0.0
2013,SA,Timber,MSW,Disposal,4032.0
2013,SA,Timber,MSW,Energy recovery,284.0
2013,SA,Timber,MSW,Recycling,0.0
2013,SA,Timber,Total,Disposal,86212.0
2013,SA,Timber,Total,Energy recovery,74379.0
2013,SA,Timber,Total,Recycling,180000.0
2013,SA,Tyres (T140),C&D,Disposal,0.0
2013,SA,Tyres (T140),C&D,Energy recovery,0.0
2013,SA,Tyres (T140),C&D,Recycling,0.0
2013,SA,Tyres (T140),C&I,Disposal,11285.0
2013,SA,Tyres (T140),C&I,Energy recovery,17385.0
2013,SA,Tyres (T140),C&I,Recycling,1830.0000000000016
2013,SA,Tyres (T140),Total,Disposal,11285.0
2013,SA,Tyres (T140),Total,Energy recovery,17385.0
2013,SA,Tyres (T140),Total,Recycling,1830.0000000000016
2013,Tas,Acids (B),C&D,Disposal,0.0
2013,Tas,Acids (B),C&D,Energy recovery,0.0
2013,Tas,Acids (B),C&D,Recycling,0.0
2013,Tas,Acids (B),C&I,Disposal,1.7089213944453434
2013,Tas,Acids (B),C&I,Energy recovery,0.0
2013,Tas,Acids (B),C&I,Recycling,3.1659061525395735
2013,Tas,Acids (B),Total,Disposal,1.7089213944453434
2013,Tas,Acids (B),Total,Energy recovery,0.0
2013,Tas,Acids (B),Total,Recycling,3.1659061525395735
2013,Tas,Alkalis (C),C&D,Disposal,0.0
2013,Tas,Alkalis (C),C&D,Energy recovery,0.0
2013,Tas,Alkalis (C),C&D,Recycling,0.0
2013,Tas,Alkalis (C),C&I,Disposal,3.2280616986671617
2013,Tas,Alkalis (C),C&I,Energy recovery,0.0
2013,Tas,Alkalis (C),C&I,Recycling,6.958681310467338
2013,Tas,Alkalis (C),Total,Disposal,3.2280616986671617
2013,Tas,Alkalis (C),Total,Energy recovery,0.0
2013,Tas,Alkalis (C),Total,Recycling,6.958681310467338
2013,Tas,Aluminium,C&D,Recycling,0.0
2013,Tas,Aluminium,C&I,Recycling,1760.0
2013,Tas,Aluminium,MSW,Recycling,620.0
2013,Tas,Aluminium,Total,Recycling,2380.0
2013,Tas,Asbestos (N220),C&D,Disposal,8081.667775339445
2013,Tas,Asbestos (N220),C&D,Energy recovery,0.0
2013,Tas,Asbestos (N220),C&D,Recycling,3.1068605212779707
2013,Tas,Asbestos (N220),C&I,Disposal,6884.383660474341
2013,Tas,Asbestos (N220),C&I,Energy recovery,0.0
2013,Tas,Asbestos (N220),C&I,Recycling,2.6465848884960486
2013,Tas,Asbestos (N220),Total,Disposal,14966.051435813786
2013,Tas,Asbestos (N220),Total,Energy recovery,0.0
2013,Tas,Asbestos (N220),Total,Recycling,5.753445409774019
2013,Tas,Biosolids,C&I,Disposal,2371.4442872858717
2013,Tas,Biosolids,C&I,Recycling,42336.51579443659
2013,Tas,Biosolids,Total,Disposal,2371.4442872858717
2013,Tas,Biosolids,Total,Recycling,42336.51579443659
2013,Tas,Cardboard,C&D,Recycling,0.0
2013,Tas,Cardboard,C&I,Recycling,35859.0
2013,Tas,Cardboard,Total,Recycling,35859.0
2013,Tas,Clinical and pharmaceutical (R),C&D,Disposal,0.0
2013,Tas,Clinical and pharmaceutical (R),C&D,Energy recovery,0.0
2013,Tas,Clinical and pharmaceutical (R),C&D,Recycling,0.0
2013,Tas,Clinical and pharmaceutical (R),C&I,Disposal,38.518871980497586
2013,Tas,Clinical and pharmaceutical (R),C&I,Energy recovery,0.0
2013,Tas,Clinical and pharmaceutical (R),C&I,Recycling,0.265295900019002
2013,Tas,Clinical and pharmaceutical (R),Total,Disposal,38.518871980497586
2013,Tas,Clinical and pharmaceutical (R),Total,Energy recovery,0.0
2013,Tas,Clinical and pharmaceutical (R),Total,Recycling,0.265295900019002
2013,Tas,Contaminated soils (N120),C&D,Disposal,3573.2395091430944
2013,Tas,Contaminated soils (N120),C&D,Energy recovery,0.0
2013,Tas,Contaminated soils (N120),C&D,Recycling,471.42716015309395
2013,Tas,Contaminated soils (N120),C&I,Disposal,1389.593142444537
2013,Tas,Contaminated soils (N120),C&I,Energy recovery,0.0
2013,Tas,Contaminated soils (N120),C&I,Recycling,183.332784503981
2013,Tas,Contaminated soils (N120),Total,Disposal,4962.8326515876315
2013,Tas,Contaminated soils (N120),Total,Energy recovery,0.0
2013,Tas,Contaminated soils (N120),Total,Recycling,654.7599446570749
2013,Tas,Food organics,C&D,Disposal,0.0
2013,Tas,Food organics,C&D,Energy recovery,0.0
2013,Tas,Food organics,C&I,Disposal,32675.0
2013,Tas,Food organics,C&I,Energy recovery,11430.0
2013,Tas,Food organics,MSW,Disposal,43849.0
2013,Tas,Food organics,MSW,Energy recovery,15339.0
2013,Tas,Food organics,Total,Disposal,76524.0
2013,Tas,Food organics,Total,Energy recovery,26769.0
2013,Tas,"Food-derived hazardous wastes (K100, K110)",C&D,Disposal,0.0
2013,Tas,"Food-derived hazardous wastes (K100, K110)",C&D,Energy recovery,0.0
2013,Tas,"Food-derived hazardous wastes (K100, K110)",C&D,Recycling,0.0
2013,Tas,"Food-derived hazardous wastes (K100, K110)",C&I,Disposal,1392.3828484671785
2013,Tas,"Food-derived hazardous wastes (K100, K110)",C&I,Energy recovery,0.0
2013,Tas,"Food-derived hazardous wastes (K100, K110)",C&I,Recycling,10507.585666646457
2013,Tas,"Food-derived hazardous wastes (K100, K110)",Total,Disposal,1392.3828484671785
2013,Tas,"Food-derived hazardous wastes (K100, K110)",Total,Energy recovery,0.0
2013,Tas,"Food-derived hazardous wastes (K100, K110)",Total,Recycling,10507.585666646457
2013,Tas,Garden organics,C&D,Disposal,503.0
2013,Tas,Garden organics,C&D,Energy recovery,45.0
2013,Tas,Garden organics,C&I,Disposal,7528.0
2013,Tas,Garden organics,C&I,Energy recovery,677.0
2013,Tas,Garden organics,MSW,Disposal,25600.0
2013,Tas,Garden organics,MSW,Energy recovery,2303.0
2013,Tas,Garden organics,Total,Disposal,33632.0
2013,Tas,Garden organics,Total,Energy recovery,3025.0
2013,Tas,Glass from food and beverage containers,C&D,Recycling,0.0
2013,Tas,Glass from food and beverage containers,C&I,Recycling,3246.0
2013,Tas,Glass from food and beverage containers,MSW,Recycling,15601.0
2013,Tas,Glass from food and beverage containers,Total,Recycling,18847.0
2013,Tas,Inorganic chemicals (D),C&D,Disposal,0.0
2013,Tas,Inorganic chemicals (D),C&D,Energy recovery,0.0
2013,Tas,Inorganic chemicals (D),C&D,Recycling,0.0
2013,Tas,Inorganic chemicals (D),C&I,Disposal,27937.17696017379
2013,Tas,Inorganic chemicals (D),C&I,Energy recovery,0.0
2013,Tas,Inorganic chemicals (D),C&I,Recycling,221098.87823749013
2013,Tas,Inorganic chemicals (D),Total,Disposal,27937.17696017379
2013,Tas,Inorganic chemicals (D),Total,Energy recovery,0.0
2013,Tas,Inorganic chemicals (D),Total,Recycling,221098.87823749013
2013,Tas,Iron and steel,C&D,Recycling,0.0
2013,Tas,Iron and steel,C&I,Recycling,15681.0
2013,Tas,Iron and steel,MSW,Recycling,1040.0
2013,Tas,Iron and steel,Total,Recycling,16721.0
2013,Tas,Leather & rubber (excl. tyres),C&D,Recycling,0.0
2013,Tas,Leather & rubber (excl. tyres),C&I,Recycling,360.0
2013,Tas,Leather & rubber (excl. tyres),MSW,Recycling,0.0
2013,Tas,Leather & rubber (excl. tyres),Total,Recycling,360.0
2013,Tas,Newsprint & magazines,C&D,Recycling,0.0
2013,Tas,Newsprint & magazines,C&I,Recycling,5514.0
2013,Tas,Newsprint & magazines,Total,Recycling,5514.0
2013,Tas,Non-ferrous metals (ex. aluminium),C&D,Recycling,0.0
2013,Tas,Non-ferrous metals (ex. aluminium),C&I,Recycling,0.0
2013,Tas,Non-ferrous metals (ex. aluminium),MSW,Recycling,0.0
2013,Tas,Non-ferrous metals (ex. aluminium),Total,Recycling,0.0
2013,Tas,Office paper,C&D,Recycling,0.0
2013,Tas,Office paper,C&I,Recycling,0.0
2013,Tas,Office paper,Total,Recycling,0.0
2013,Tas,Oils (J),C&D,Disposal,0.0
2013,Tas,Oils (J),C&D,Energy recovery,0.0
2013,Tas,Oils (J),C&D,Recycling,0.0
2013,Tas,Oils (J),C&I,Disposal,0.7936441565501371
2013,Tas,Oils (J),C&I,Energy recovery,8.216440299913463
2013,Tas,Oils (J),C&I,Recycling,212.30728576017458
2013,Tas,Oils (J),Total,Disposal,0.7936441565501371
2013,Tas,Oils (J),Total,Energy recovery,8.216440299913463
2013,Tas,Oils (J),Total,Recycling,212.30728576017458
2013,Tas,Organic chemicals (M),C&D,Disposal,0.0
2013,Tas,Organic chemicals (M),C&D,Energy recovery,0.0
2013,Tas,Organic chemicals (M),C&D,Recycling,0.0
2013,Tas,Organic chemicals (M),C&I,Disposal,25.820227456189027
2013,Tas,Organic chemicals (M),C&I,Energy recovery,1.250092502344183
2013,Tas,Organic chemicals (M),C&I,Recycling,8.821318053285644
2013,Tas,Organic chemicals (M),Total,Disposal,25.820227456189027
2013,Tas,Organic chemicals (M),Total,Energy recovery,1.250092502344183
2013,Tas,Organic chemicals (M),Total,Recycling,8.821318053285644
2013,Tas,Organic solvents (G),C&D,Disposal,0.0
2013,Tas,Organic solvents (G),C&D,Energy recovery,0.0
2013,Tas,Organic solvents (G),C&D,Recycling,0.0
2013,Tas,Organic solvents (G),C&I,Disposal,207.6102738786995
2013,Tas,Organic solvents (G),C&I,Energy recovery,22.55714353493916
2013,Tas,Organic solvents (G),C&I,Recycling,230.06959182235343
2013,Tas,Organic solvents (G),Total,Disposal,207.6102738786995
2013,Tas,Organic solvents (G),Total,Energy recovery,22.55714353493916
2013,Tas,Organic solvents (G),Total,Recycling,230.06959182235343
2013,Tas,Other,C&D,Disposal,0.0
2013,Tas,Other,C&D,Energy recovery,0.0
2013,Tas,Other,C&D,Recycling,0.0
2013,Tas,Other,C&I,Disposal,0.0
2013,Tas,Other,C&I,Energy recovery,0.0
2013,Tas,Other,C&I,Recycling,0.0
2013,Tas,Other,Total,Disposal,0.0
2013,Tas,Other,Total,Energy recovery,0.0
2013,Tas,Other,Total,Recycling,0.0
2013,Tas,"Other hazardous organic wastes (K140, K190)",C&D,Disposal,0.0
2013,Tas,"Other hazardous organic wastes (K140, K190)",C&D,Energy recovery,0.0
2013,Tas,"Other hazardous organic wastes (K140, K190)",C&D,Recycling,0.0
2013,Tas,"Other hazardous organic wastes (K140, K190)",C&I,Disposal,0.0
2013,Tas,"Other hazardous organic wastes (K140, K190)",C&I,Energy recovery,0.0
2013,Tas,"Other hazardous organic wastes (K140, K190)",C&I,Recycling,0.0
2013,Tas,"Other hazardous organic wastes (K140, K190)",Total,Disposal,0.0
2013,Tas,"Other hazardous organic wastes (K140, K190)",Total,Energy recovery,0.0
2013,Tas,"Other hazardous organic wastes (K140, K190)",Total,Recycling,0.0
2013,Tas,Other miscellaneous (other T),C&D,Disposal,0.0
2013,Tas,Other miscellaneous (other T),C&D,Energy recovery,0.0
2013,Tas,Other miscellaneous (other T),C&D,Recycling,0.0
2013,Tas,Other miscellaneous (other T),C&I,Disposal,29.356418814579854
2013,Tas,Other miscellaneous (other T),C&I,Energy recovery,0.0
2013,Tas,Other miscellaneous (other T),C&I,Recycling,5.817602470199484
2013,Tas,Other miscellaneous (other T),Total,Disposal,29.356418814579854
2013,Tas,Other miscellaneous (other T),Total,Energy recovery,0.0
2013,Tas,Other miscellaneous (other T),Total,Recycling,5.817602470199484
2013,Tas,Other organics,C&D,Disposal,0.0
2013,Tas,Other organics,C&D,Energy recovery,0.0
2013,Tas,Other organics,C&I,Disposal,0.0
2013,Tas,Other organics,C&I,Energy recovery,0.0
2013,Tas,Other organics,MSW,Disposal,6015.0
2013,Tas,Other organics,MSW,Energy recovery,750.0
2013,Tas,Other organics,Total,Disposal,6015.0
2013,Tas,Other organics,Total,Energy recovery,750.0
2013,Tas,Other soil/sludges (other N),C&D,Disposal,0.0
2013,Tas,Other soil/sludges (other N),C&D,Energy recovery,0.0
2013,Tas,Other soil/sludges (other N),C&D,Recycling,0.0
2013,Tas,Other soil/sludges (other N),C&I,Disposal,245.4536668391591
2013,Tas,Other soil/sludges (other N),C&I,Energy recovery,0.0
2013,Tas,Other soil/sludges (other N),C&I,Recycling,153.9189500019147
2013,Tas,Other soil/sludges (other N),Total,Disposal,245.4536668391591
2013,Tas,Other soil/sludges (other N),Total,Energy recovery,0.0
2013,Tas,Other soil/sludges (other N),Total,Recycling,153.9189500019147
2013,Tas,"Paints, resins, inks, organic sludges (F)",C&D,Disposal,0.0
2013,Tas,"Paints, resins, inks, organic sludges (F)",C&D,Energy recovery,0.0
2013,Tas,"Paints, resins, inks, organic sludges (F)",C&D,Recycling,0.0
2013,Tas,"Paints, resins, inks, organic sludges (F)",C&I,Disposal,21.81948897999237
2013,Tas,"Paints, resins, inks, organic sludges (F)",C&I,Energy recovery,1.3994779760478533
2013,Tas,"Paints, resins, inks, organic sludges (F)",C&I,Recycling,8.660109990727705
2013,Tas,"Paints, resins, inks, organic sludges (F)",Total,Disposal,21.81948897999237
2013,Tas,"Paints, resins, inks, organic sludges (F)",Total,Energy recovery,1.3994779760478533
2013,Tas,"Paints, resins, inks, organic sludges (F)",Total,Recycling,8.660109990727705
2013,Tas,Pesticides (H),C&D,Disposal,0.0
2013,Tas,Pesticides (H),C&D,Energy recovery,0.0
2013,Tas,Pesticides (H),C&D,Recycling,0.0
2013,Tas,Pesticides (H),C&I,Disposal,16.072351438918282
2013,Tas,Pesticides (H),C&I,Energy recovery,0.0
2013,Tas,Pesticides (H),C&I,Recycling,20.35663107954321
2013,Tas,Pesticides (H),Total,Disposal,16.072351438918282
2013,Tas,Pesticides (H),Total,Energy recovery,0.0
2013,Tas,Pesticides (H),Total,Recycling,20.35663107954321
2013,Tas,Plating and heat treatment (A),C&D,Disposal,0.0
2013,Tas,Plating and heat treatment (A),C&D,Energy recovery,0.0
2013,Tas,Plating and heat treatment (A),C&D,Recycling,0.0
2013,Tas,Plating and heat treatment (A),C&I,Disposal,0.09640492999235221
2013,Tas,Plating and heat treatment (A),C&I,Energy recovery,0.0
2013,Tas,Plating and heat treatment (A),C&I,Recycling,0.0033868314607679124
2013,Tas,Plating and heat treatment (A),Total,Disposal,0.09640492999235221
2013,Tas,Plating and heat treatment (A),Total,Energy recovery,0.0
2013,Tas,Plating and heat treatment (A),Total,Recycling,0.0033868314607679124
2013,Tas,Polymer coated paperboard,C&D,Recycling,0.0
2013,Tas,Polymer coated paperboard,C&I,Recycling,13765.0
2013,Tas,Polymer coated paperboard,Total,Recycling,13765.0
2013,Tas,Reactive chemicals (E),C&D,Disposal,0.0
2013,Tas,Reactive chemicals (E),C&D,Energy recovery,0.0
2013,Tas,Reactive chemicals (E),C&D,Recycling,0.0
2013,Tas,Reactive chemicals (E),C&I,Disposal,7.357555696663554
2013,Tas,Reactive chemicals (E),C&I,Energy recovery,0.0
2013,Tas,Reactive chemicals (E),C&I,Recycling,0.03302215655452131
2013,Tas,Reactive chemicals (E),Total,Disposal,7.357555696663554
2013,Tas,Reactive chemicals (E),Total,Energy recovery,0.0
2013,Tas,Reactive chemicals (E),Total,Recycling,0.03302215655452131
2013,Tas,Textiles,C&D,Recycling,0.0
2013,Tas,Textiles,C&I,Recycling,422.0
2013,Tas,Textiles,MSW,Recycling,0.0
2013,Tas,Textiles,Total,Recycling,422.0
2013,Tas,Timber,C&D,Disposal,1570.0
2013,Tas,Timber,C&D,Energy recovery,76.0
2013,Tas,Timber,C&I,Disposal,24456.0
2013,Tas,Timber,C&I,Energy recovery,1187.0
2013,Tas,Timber,MSW,Disposal,1613.0
2013,Tas,Timber,MSW,Energy recovery,78.0
2013,Tas,Timber,Total,Disposal,27638.0
2013,Tas,Timber,Total,Energy recovery,1341.0
2013,Tas,Tyres (T140),C&D,Disposal,0.0
2013,Tas,Tyres (T140),C&D,Energy recovery,0.0
2013,Tas,Tyres (T140),C&D,Recycling,0.0
2013,Tas,Tyres (T140),C&I,Disposal,6174.057536338983
2013,Tas,Tyres (T140),C&I,Energy recovery,2814.0000000000005
2013,Tas,Tyres (T140),C&I,Recycling,1061.942463661019
2013,Tas,Tyres (T140),Total,Disposal,6174.057536338983
2013,Tas,Tyres (T140),Total,Energy recovery,2814.0000000000005
2013,Tas,Tyres (T140),Total,Recycling,1061.942463661019
2013,Vic,Acids (B),C&D,Disposal,0.0
2013,Vic,Acids (B),C&D,Energy recovery,0.0
2013,Vic,Acids (B),C&D,Recycling,0.0
2013,Vic,Acids (B),C&I,Disposal,11306.211145033692
2013,Vic,Acids (B),C&I,Energy recovery,0.0
2013,Vic,Acids (B),C&I,Recycling,17137.62585496631
2013,Vic,Acids (B),Total,Disposal,11306.211145033692
2013,Vic,Acids (B),Total,Energy recovery,0.0
2013,Vic,Acids (B),Total,Recycling,17137.62585496631
2013,Vic,Alkalis (C),C&D,Disposal,0.0
2013,Vic,Alkalis (C),C&D,Energy recovery,0.0
2013,Vic,Alkalis (C),C&D,Recycling,0.0
2013,Vic,Alkalis (C),C&I,Disposal,4177.513593761669
2013,Vic,Alkalis (C),C&I,Energy recovery,0.0
2013,Vic,Alkalis (C),C&I,Recycling,4376.433406238342
2013,Vic,Alkalis (C),Total,Disposal,4177.513593761669
2013,Vic,Alkalis (C),Total,Energy recovery,0.0
2013,Vic,Alkalis (C),Total,Recycling,4376.433406238342
2013,Vic,Aluminium,C&D,Recycling,0.0
2013,Vic,Aluminium,C&I,Recycling,413453.0
2013,Vic,Aluminium,MSW,Recycling,0.0
2013,Vic,Aluminium,Total,Recycling,413453.0
2013,Vic,Asbestos (N220),C&D,Disposal,39968.59335509818
2013,Vic,Asbestos (N220),C&D,Energy recovery,0.0
2013,Vic,Asbestos (N220),C&D,Recycling,16.24664490182478
2013,Vic,Asbestos (N220),C&I,Disposal,34047.320265454
2013,Vic,Asbestos (N220),C&I,Energy recovery,0.0
2013,Vic,Asbestos (N220),C&I,Recycling,13.839734545998883
2013,Vic,Asbestos (N220),Total,Disposal,74015.91362055218
2013,Vic,Asbestos (N220),Total,Energy recovery,0.0
2013,Vic,Asbestos (N220),Total,Recycling,30.086379447823663
2013,Vic,Ash,C&I,Long-term storage,1344187.2409100353
2013,Vic,Ash,C&I,Recycling,0.0
2013,Vic,Ash,Total,Long-term storage,1344187.2409100353
2013,Vic,Ash,Total,Recycling,0.0
2013,Vic,Asphalt,C&D,Recycling,222884.0
2013,Vic,Asphalt,C&I,Recycling,5426.0
2013,Vic,Asphalt,MSW,Recycling,4896.0
2013,Vic,Asphalt,Total,Recycling,233206.0
2013,Vic,Biosolids,C&I,Disposal,207396.03174603177
2013,Vic,Biosolids,C&I,Recycling,236810.31746031746
2013,Vic,Biosolids,Total,Disposal,207396.03174603177
2013,Vic,Biosolids,Total,Recycling,236810.31746031746
2013,Vic,"Bricks, concrete and pavers",C&D,Recycling,2297208.0
2013,Vic,"Bricks, concrete and pavers",C&I,Recycling,14994.0
2013,Vic,"Bricks, concrete and pavers",MSW,Recycling,19005.0
2013,Vic,"Bricks, concrete and pavers",Total,Recycling,2331207.0
2013,Vic,Cardboard,C&D,Recycling,0.0
2013,Vic,Cardboard,C&I,Recycling,1043239.0
2013,Vic,Cardboard,MSW,Recycling,75305.0
2013,Vic,Cardboard,Total,Recycling,1118544.0
2013,Vic,Clinical and pharmaceutical (R),C&D,Disposal,0.0
2013,Vic,Clinical and pharmaceutical (R),C&D,Energy recovery,0.0
2013,Vic,Clinical and pharmaceutical (R),C&D,Recycling,0.0
2013,Vic,Clinical and pharmaceutical (R),C&I,Disposal,10954.729751219173
2013,Vic,Clinical and pharmaceutical (R),C&I,Energy recovery,0.0
2013,Vic,Clinical and pharmaceutical (R),C&I,Recycling,117.62324878103843
2013,Vic,Clinical and pharmaceutical (R),Total,Disposal,10954.729751219173
2013,Vic,Clinical and pharmaceutical (R),Total,Energy recovery,0.0
2013,Vic,Clinical and pharmaceutical (R),Total,Recycling,117.62324878103843
2013,Vic,Contaminated soils (N120),C&D,Disposal,191449.56598739888
2013,Vic,Contaminated soils (N120),C&D,Energy recovery,0.0
2013,Vic,Contaminated soils (N120),C&D,Recycling,34316.27425260074
2013,Vic,Contaminated soils (N120),C&I,Disposal,74452.60899509957
2013,Vic,Contaminated soils (N120),C&I,Energy recovery,0.0
2013,Vic,Contaminated soils (N120),C&I,Recycling,13345.217764900292
2013,Vic,Contaminated soils (N120),Total,Disposal,265902.17498249846
2013,Vic,Contaminated soils (N120),Total,Energy recovery,0.0
2013,Vic,Contaminated soils (N120),Total,Recycling,47661.492017501034
2013,Vic,Food organics,C&D,Disposal,0.0
2013,Vic,Food organics,C&D,Energy recovery,0.0
2013,Vic,Food organics,C&D,Recycling,0.0
2013,Vic,Food organics,C&I,Disposal,139521.0
2013,Vic,Food organics,C&I,Energy recovery,100107.0
2013,Vic,Food organics,C&I,Recycling,73360.0
2013,Vic,Food organics,MSW,Disposal,521754.0
2013,Vic,Food organics,MSW,Energy recovery,374361.0
2013,Vic,Food organics,MSW,Recycling,0.0
2013,Vic,Food organics,Total,Disposal,661275.0
2013,Vic,Food organics,Total,Energy recovery,474467.0
2013,Vic,Food organics,Total,Recycling,73360.0
2013,Vic,"Food-derived hazardous wastes (K100, K110)",C&D,Disposal,0.0
2013,Vic,"Food-derived hazardous wastes (K100, K110)",C&D,Energy recovery,0.0
2013,Vic,"Food-derived hazardous wastes (K100, K110)",C&D,Recycling,0.0
2013,Vic,"Food-derived hazardous wastes (K100, K110)",C&I,Disposal,11893.600693864295
2013,Vic,"Food-derived hazardous wastes (K100, K110)",C&I,Energy recovery,0.0
2013,Vic,"Food-derived hazardous wastes (K100, K110)",C&I,Recycling,141157.66930613568
2013,Vic,"Food-derived hazardous wastes (K100, K110)",Total,Disposal,11893.600693864295
2013,Vic,"Food-derived hazardous wastes (K100, K110)",Total,Energy recovery,0.0
2013,Vic,"Food-derived hazardous wastes (K100, K110)",Total,Recycling,141157.66930613568
2013,Vic,Garden organics,C&D,Disposal,21266.0
2013,Vic,Garden organics,C&D,Energy recovery,2814.0
2013,Vic,Garden organics,C&D,Recycling,7253.0
2013,Vic,Garden organics,C&I,Disposal,86629.0
2013,Vic,Garden organics,C&I,Energy recovery,11464.0
2013,Vic,Garden organics,C&I,Recycling,21949.0
2013,Vic,Garden organics,MSW,Disposal,162673.0
2013,Vic,Garden organics,MSW,Energy recovery,21528.0
2013,Vic,Garden organics,MSW,Recycling,329680.0
2013,Vic,Garden organics,Total,Disposal,270568.0
2013,Vic,Garden organics,Total,Energy recovery,35807.0
2013,Vic,Garden organics,Total,Recycling,358882.0
2013,Vic,Glass from food and beverage containers,C&D,Recycling,17211.0
2013,Vic,Glass from food and beverage containers,C&I,Recycling,37964.0
2013,Vic,Glass from food and beverage containers,MSW,Recycling,109179.0
2013,Vic,Glass from food and beverage containers,Total,Recycling,164354.0
2013,Vic,Inorganic chemicals (D),C&D,Disposal,0.0
2013,Vic,Inorganic chemicals (D),C&D,Energy recovery,0.0
2013,Vic,Inorganic chemicals (D),C&D,Recycling,0.0
2013,Vic,Inorganic chemicals (D),C&I,Disposal,5161.428410318639
2013,Vic,Inorganic chemicals (D),C&I,Energy recovery,0.0
2013,Vic,Inorganic chemicals (D),C&I,Recycling,45604.326173290196
2013,Vic,Inorganic chemicals (D),Total,Disposal,5161.428410318639
2013,Vic,Inorganic chemicals (D),Total,Energy recovery,0.0
2013,Vic,Inorganic chemicals (D),Total,Recycling,45604.326173290196
2013,Vic,Iron and steel,C&D,Recycling,0.0
2013,Vic,Iron and steel,C&I,Recycling,380231.0
2013,Vic,Iron and steel,MSW,Recycling,152586.0
2013,Vic,Iron and steel,Total,Recycling,532817.0
2013,Vic,Leather & rubber (excl. tyres),C&D,Recycling,0.0
2013,Vic,Leather & rubber (excl. tyres),C&I,Recycling,7718.0
2013,Vic,Leather & rubber (excl. tyres),MSW,Recycling,623.0
2013,Vic,Leather & rubber (excl. tyres),Total,Recycling,8341.0
2013,Vic,Newsprint & magazines,C&D,Recycling,0.0
2013,Vic,Newsprint & magazines,C&I,Recycling,16996.0
2013,Vic,Newsprint & magazines,MSW,Recycling,176763.0
2013,Vic,Newsprint & magazines,Total,Recycling,193758.0
2013,Vic,Non-ferrous metals (ex. aluminium),C&D,Recycling,93959.0
2013,Vic,Non-ferrous metals (ex. aluminium),C&I,Recycling,302048.0
2013,Vic,Non-ferrous metals (ex. aluminium),MSW,Recycling,206389.0
2013,Vic,Non-ferrous metals (ex. aluminium),Total,Recycling,602396.0
2013,Vic,Office paper,C&D,Recycling,0.0
2013,Vic,Office paper,C&I,Recycling,81216.0
2013,Vic,Office paper,MSW,Recycling,0.0
2013,Vic,Office paper,Total,Recycling,81216.0
2013,Vic,Oils (J),C&D,Disposal,0.0
2013,Vic,Oils (J),C&D,Energy recovery,0.0
2013,Vic,Oils (J),C&D,Recycling,0.0
2013,Vic,Oils (J),C&I,Disposal,162.09109571808287
2013,Vic,Oils (J),C&I,Energy recovery,983.3286041777709
2013,Vic,Oils (J),C&I,Recycling,108126.24271141778
2013,Vic,Oils (J),Total,Disposal,162.09109571808287
2013,Vic,Oils (J),Total,Energy recovery,983.3286041777709
2013,Vic,Oils (J),Total,Recycling,108126.24271141778
2013,Vic,Organic chemicals (M),C&D,Disposal,0.0
2013,Vic,Organic chemicals (M),C&D,Energy recovery,0.0
2013,Vic,Organic chemicals (M),C&D,Recycling,0.0
2013,Vic,Organic chemicals (M),C&I,Disposal,1023.0690663464569
2013,Vic,Organic chemicals (M),C&I,Energy recovery,55.41425849180795
2013,Vic,Organic chemicals (M),C&I,Recycling,262.7366751617349
2013,Vic,Organic chemicals (M),Total,Disposal,1023.0690663464569
2013,Vic,Organic chemicals (M),Total,Energy recovery,55.41425849180795
2013,Vic,Organic chemicals (M),Total,Recycling,262.7366751617349
2013,Vic,Organic solvents (G),C&D,Disposal,0.0
2013,Vic,Organic solvents (G),C&D,Energy recovery,0.0
2013,Vic,Organic solvents (G),C&D,Recycling,0.0
2013,Vic,Organic solvents (G),C&I,Disposal,499.5013405156772
2013,Vic,Organic solvents (G),C&I,Energy recovery,55.31699907251894
2013,Vic,Organic solvents (G),C&I,Recycling,5911.7376604117735
2013,Vic,Organic solvents (G),Total,Disposal,499.5013405156772
2013,Vic,Organic solvents (G),Total,Energy recovery,55.31699907251894
2013,Vic,Organic solvents (G),Total,Recycling,5911.7376604117735
2013,Vic,Other,C&D,Disposal,0.0
2013,Vic,Other,C&D,Energy recovery,0.0
2013,Vic,Other,C&D,Recycling,0.0
2013,Vic,Other,C&I,Disposal,1213.9247036640018
2013,Vic,Other,C&I,Energy recovery,0.0
2013,Vic,Other,C&I,Recycling,243.34029633583754
2013,Vic,Other,Total,Disposal,1213.9247036640018
2013,Vic,Other,Total,Energy recovery,0.0
