Year,Jurisdiction,Type,Stream,Fate,Tonnes
2009,Tas,Other organics,Total,Disposal,5667.0
2009,Tas,Other organics,Total,Energy recovery,692.0
2009,Tas,Other soil/sludges (other N),C&D,Disposal,0.0
2009,Tas,Other soil/sludges (other N),C&D,Energy recovery,0.0
2009,Tas,Other soil/sludges (other N),C&D,Recycling,0.0
2009,Tas,Other soil/sludges (other N),C&I,Disposal,278.3887258638083
2009,Tas,Other soil/sludges (other N),C&I,Energy recovery,0.0
2009,Tas,Other soil/sludges (other N),C&I,Recycling,115.70657577293508
2009,Tas,Other soil/sludges (other N),Total,Disposal,278.3887258638083
2009,Tas,Other soil/sludges (other N),Total,Energy recovery,0.0
2009,Tas,Other soil/sludges (other N),Total,Recycling,115.70657577293508
2009,Tas,"Paints, resins, inks, organic sludges (F)",C&D,Disposal,0.0
2009,Tas,"Paints, resins, inks, organic sludges (F)",C&D,Energy recovery,0.0
2009,Tas,"Paints, resins, inks, organic sludges (F)",C&D,Recycling,0.0
2009,Tas,"Paints, resins, inks, organic sludges (F)",C&I,Disposal,12.19527924745422
2009,Tas,"Paints, resins, inks, organic sludges (F)",C&I,Energy recovery,3.6637255925887064
2009,Tas,"Paints, resins, inks, organic sludges (F)",C&I,Recycling,15.59882154928344
2009,Tas,"Paints, resins, inks, organic sludges (F)",Total,Disposal,12.19527924745422
2009,Tas,"Paints, resins, inks, organic sludges (F)",Total,Energy recovery,3.6637255925887064
2009,Tas,"Paints, resins, inks, organic sludges (F)",Total,Recycling,15.59882154928344
2009,Tas,Pesticides (H),C&D,Disposal,0.0
2009,Tas,Pesticides (H),C&D,Energy recovery,0.0
2009,Tas,Pesticides (H),C&D,Recycling,0.0
2009,Tas,Pesticides (H),C&I,Disposal,7.213830101851018
2009,Tas,Pesticides (H),C&I,Energy recovery,0.0
2009,Tas,Pesticides (H),C&I,Recycling,28.733779344907205
2009,Tas,Pesticides (H),Total,Disposal,7.213830101851018
2009,Tas,Pesticides (H),Total,Energy recovery,0.0
2009,Tas,Pesticides (H),Total,Recycling,28.733779344907205
2009,Tas,Plating and heat treatment (A),C&D,Disposal,0.0
2009,Tas,Plating and heat treatment (A),C&D,Energy recovery,0.0
2009,Tas,Plating and heat treatment (A),C&D,Recycling,0.0
2009,Tas,Plating and heat treatment (A),C&I,Disposal,0.09669103345801633
2009,Tas,Plating and heat treatment (A),C&I,Energy recovery,0.0
2009,Tas,Plating and heat treatment (A),C&I,Recycling,0.001782078298614895
2009,Tas,Plating and heat treatment (A),Total,Disposal,0.09669103345801633
2009,Tas,Plating and heat treatment (A),Total,Energy recovery,0.0
2009,Tas,Plating and heat treatment (A),Total,Recycling,0.001782078298614895
2009,Tas,Polymer coated paperboard,C&D,Recycling,0.0
2009,Tas,Polymer coated paperboard,C&I,Recycling,7397.0
2009,Tas,Polymer coated paperboard,Total,Recycling,7397.0
2009,Tas,Reactive chemicals (E),C&D,Disposal,0.0
2009,Tas,Reactive chemicals (E),C&D,Energy recovery,0.0
2009,Tas,Reactive chemicals (E),C&D,Recycling,0.0
2009,Tas,Reactive chemicals (E),C&I,Disposal,6.84839342703574
2009,Tas,Reactive chemicals (E),C&I,Energy recovery,0.0
2009,Tas,Reactive chemicals (E),C&I,Recycling,0.4445252296603659
2009,Tas,Reactive chemicals (E),Total,Disposal,6.84839342703574
2009,Tas,Reactive chemicals (E),Total,Energy recovery,0.0
2009,Tas,Reactive chemicals (E),Total,Recycling,0.4445252296603659
2009,Tas,Textiles,C&D,Recycling,0.0
2009,Tas,Textiles,C&I,Recycling,227.0
2009,Tas,Textiles,MSW,Recycling,0.0
2009,Tas,Textiles,Total,Recycling,227.0
2009,Tas,Timber,C&D,Disposal,1491.0
2009,Tas,Timber,C&D,Energy recovery,165.0
2009,Tas,Timber,C&I,Disposal,22882.0
2009,Tas,Timber,C&I,Energy recovery,2527.0
2009,Tas,Timber,MSW,Disposal,1432.0
2009,Tas,Timber,MSW,Energy recovery,158.0
2009,Tas,Timber,Total,Disposal,25804.0
2009,Tas,Timber,Total,Energy recovery,2850.0
2009,Tas,Tyres (T140),C&D,Disposal,0.0
2009,Tas,Tyres (T140),C&D,Energy recovery,0.0
2009,Tas,Tyres (T140),C&D,Recycling,0.0
2009,Tas,Tyres (T140),C&I,Disposal,6092.473455871347
2009,Tas,Tyres (T140),C&I,Energy recovery,2776.8157656314847
2009,Tas,Tyres (T140),C&I,Recycling,1047.9099414667583
2009,Tas,Tyres (T140),Total,Disposal,6092.473455871347
2009,Tas,Tyres (T140),Total,Energy recovery,2776.8157656314847
2009,Tas,Tyres (T140),Total,Recycling,1047.9099414667583
2009,Vic,Acids (B),C&D,Disposal,0.0
2009,Vic,Acids (B),C&D,Energy recovery,0.0
2009,Vic,Acids (B),C&D,Recycling,0.0
2009,Vic,Acids (B),C&I,Disposal,7846.695839975215
2009,Vic,Acids (B),C&I,Energy recovery,0.0
2009,Vic,Acids (B),C&I,Recycling,23953.938160024787
2009,Vic,Acids (B),Total,Disposal,7846.695839975215
2009,Vic,Acids (B),Total,Energy recovery,0.0
2009,Vic,Acids (B),Total,Recycling,23953.938160024787
2009,Vic,Alkalis (C),C&D,Disposal,0.0
2009,Vic,Alkalis (C),C&D,Energy recovery,0.0
2009,Vic,Alkalis (C),C&D,Recycling,0.0
2009,Vic,Alkalis (C),C&I,Disposal,4991.143639427724
2009,Vic,Alkalis (C),C&I,Energy recovery,0.0
2009,Vic,Alkalis (C),C&I,Recycling,4894.704360572289
2009,Vic,Alkalis (C),Total,Disposal,4991.143639427724
2009,Vic,Alkalis (C),Total,Energy recovery,0.0
2009,Vic,Alkalis (C),Total,Recycling,4894.704360572289
2009,Vic,Aluminium,C&D,Recycling,0.0
2009,Vic,Aluminium,C&I,Recycling,60975.0
2009,Vic,Aluminium,MSW,Recycling,5484.0
2009,Vic,Aluminium,Total,Recycling,66459.0
2009,Vic,Asbestos (N220),C&D,Disposal,27285.185199131236
2009,Vic,Asbestos (N220),C&D,Energy recovery,0.0
2009,Vic,Asbestos (N220),C&D,Recycling,8.034800868769723
2009,Vic,Asbestos (N220),C&I,Disposal,23242.93554000068
2009,Vic,Asbestos (N220),C&I,Energy recovery,0.0
2009,Vic,Asbestos (N220),C&I,Recycling,6.844459999322356
2009,Vic,Asbestos (N220),Total,Disposal,50528.12073913191
2009,Vic,Asbestos (N220),Total,Energy recovery,0.0
2009,Vic,Asbestos (N220),Total,Recycling,14.879260868092079
2009,Vic,Ash,C&I,Long-term storage,1316075.7986507246
2009,Vic,Ash,C&I,Recycling,0.0
2009,Vic,Ash,Total,Long-term storage,1316075.7986507246
2009,Vic,Ash,Total,Recycling,0.0
2009,Vic,Asphalt,C&D,Recycling,142956.0
2009,Vic,Asphalt,C&I,Recycling,41200.0
2009,Vic,Asphalt,MSW,Recycling,12148.0
2009,Vic,Asphalt,Total,Recycling,196305.0
2009,Vic,Biosolids,C&I,Disposal,283991.4678104785
2009,Vic,Biosolids,C&I,Recycling,152918.48266718077
2009,Vic,Biosolids,Total,Disposal,283991.4678104785
2009,Vic,Biosolids,Total,Recycling,152918.48266718077
2009,Vic,"Bricks, concrete and pavers",C&D,Recycling,2555662.0
2009,Vic,"Bricks, concrete and pavers",C&I,Recycling,209367.0
2009,Vic,"Bricks, concrete and pavers",MSW,Recycling,192235.0
2009,Vic,"Bricks, concrete and pavers",Total,Recycling,2957264.0
2009,Vic,Cardboard,C&D,Recycling,1.0
2009,Vic,Cardboard,C&I,Recycling,432557.0
2009,Vic,Cardboard,MSW,Recycling,144297.0
2009,Vic,Cardboard,Total,Recycling,576855.0
2009,Vic,Clinical and pharmaceutical (R),C&D,Disposal,0.0
2009,Vic,Clinical and pharmaceutical (R),C&D,Energy recovery,0.0
2009,Vic,Clinical and pharmaceutical (R),C&D,Recycling,0.0
2009,Vic,Clinical and pharmaceutical (R),C&I,Disposal,13202.67318933512
2009,Vic,Clinical and pharmaceutical (R),C&I,Energy recovery,0.0
2009,Vic,Clinical and pharmaceutical (R),C&I,Recycling,157.18081066488864
2009,Vic,Clinical and pharmaceutical (R),Total,Disposal,13202.67318933512
2009,Vic,Clinical and pharmaceutical (R),Total,Energy recovery,0.0
2009,Vic,Clinical and pharmaceutical (R),Total,Recycling,157.18081066488864
2009,Vic,Contaminated soils (N120),C&D,Disposal,197407.32372436888
2009,Vic,Contaminated soils (N120),C&D,Energy recovery,0.0
2009,Vic,Contaminated soils (N120),C&D,Recycling,5411.070355630769
2009,Vic,Contaminated soils (N120),C&I,Disposal,76769.514781699
2009,Vic,Contaminated soils (N120),C&I,Energy recovery,0.0
2009,Vic,Contaminated soils (N120),C&I,Recycling,2104.3051383008547
2009,Vic,Contaminated soils (N120),Total,Disposal,274176.83850606787
2009,Vic,Contaminated soils (N120),Total,Energy recovery,0.0
2009,Vic,Contaminated soils (N120),Total,Recycling,7515.375493931624
2009,Vic,Food organics,C&D,Disposal,0.0
2009,Vic,Food organics,C&D,Energy recovery,0.0
2009,Vic,Food organics,C&D,Recycling,0.0
2009,Vic,Food organics,C&I,Disposal,227184.0
2009,Vic,Food organics,C&I,Energy recovery,50591.0
2009,Vic,Food organics,C&I,Recycling,31971.0
2009,Vic,Food organics,MSW,Disposal,796741.0
2009,Vic,Food organics,MSW,Energy recovery,177425.0
2009,Vic,Food organics,MSW,Recycling,0.0
2009,Vic,Food organics,Total,Disposal,1023925.0
2009,Vic,Food organics,Total,Energy recovery,228017.0
2009,Vic,Food organics,Total,Recycling,31971.0
2009,Vic,"Food-derived hazardous wastes (K100, K110)",C&D,Disposal,0.0
2009,Vic,"Food-derived hazardous wastes (K100, K110)",C&D,Energy recovery,0.0
2009,Vic,"Food-derived hazardous wastes (K100, K110)",C&D,Recycling,0.0
2009,Vic,"Food-derived hazardous wastes (K100, K110)",C&I,Disposal,11993.178522125667
2009,Vic,"Food-derived hazardous wastes (K100, K110)",C&I,Energy recovery,0.0
2009,Vic,"Food-derived hazardous wastes (K100, K110)",C&I,Recycling,146255.83747787372
2009,Vic,"Food-derived hazardous wastes (K100, K110)",Total,Disposal,11993.178522125667
2009,Vic,"Food-derived hazardous wastes (K100, K110)",Total,Energy recovery,0.0
2009,Vic,"Food-derived hazardous wastes (K100, K110)",Total,Recycling,146255.83747787372
2009,Vic,Garden organics,C&D,Disposal,26492.0
2009,Vic,Garden organics,C&D,Energy recovery,1422.0
2009,Vic,Garden organics,C&D,Recycling,12.0
2009,Vic,Garden organics,C&I,Disposal,107915.0
2009,Vic,Garden organics,C&I,Energy recovery,5794.0
2009,Vic,Garden organics,C&I,Recycling,43673.0
2009,Vic,Garden organics,MSW,Disposal,190042.0
2009,Vic,Garden organics,MSW,Energy recovery,10203.0
2009,Vic,Garden organics,MSW,Recycling,340432.0
2009,Vic,Garden organics,Total,Disposal,324450.0
2009,Vic,Garden organics,Total,Energy recovery,17419.0
2009,Vic,Garden organics,Total,Recycling,384118.0
2009,Vic,Glass from food and beverage containers,C&D,Recycling,16118.0
2009,Vic,Glass from food and beverage containers,C&I,Recycling,31252.0
2009,Vic,Glass from food and beverage containers,MSW,Recycling,108747.0
2009,Vic,Glass from food and beverage containers,Total,Recycling,156117.0
2009,Vic,Inorganic chemicals (D),C&D,Disposal,0.0
2009,Vic,Inorganic chemicals (D),C&D,Energy recovery,0.0
2009,Vic,Inorganic chemicals (D),C&D,Recycling,0.0
2009,Vic,Inorganic chemicals (D),C&I,Disposal,32042.64028976966
2009,Vic,Inorganic chemicals (D),C&I,Energy recovery,0.0
2009,Vic,Inorganic chemicals (D),C&I,Recycling,38117.77378748151
2009,Vic,Inorganic chemicals (D),Total,Disposal,32042.64028976966
2009,Vic,Inorganic chemicals (D),Total,Energy recovery,0.0
2009,Vic,Inorganic chemicals (D),Total,Recycling,38117.77378748151
2009,Vic,Iron and steel,C&D,Recycling,107052.0
2009,Vic,Iron and steel,C&I,Recycling,805265.0
2009,Vic,Iron and steel,MSW,Recycling,310156.0
2009,Vic,Iron and steel,Total,Recycling,1222474.0
2009,Vic,Leather & rubber (excl. tyres),C&D,Recycling,0.0
2009,Vic,Leather & rubber (excl. tyres),C&I,Recycling,8570.0
2009,Vic,Leather & rubber (excl. tyres),MSW,Recycling,900.0
2009,Vic,Leather & rubber (excl. tyres),Total,Recycling,9470.0
2009,Vic,Newsprint & magazines,C&D,Recycling,0.0
2009,Vic,Newsprint & magazines,C&I,Recycling,196611.0
2009,Vic,Newsprint & magazines,MSW,Recycling,124231.0
2009,Vic,Newsprint & magazines,Total,Recycling,320841.0
2009,Vic,Non-ferrous metals (ex. aluminium),C&D,Recycling,21628.0
2009,Vic,Non-ferrous metals (ex. aluminium),C&I,Recycling,82402.0
2009,Vic,Non-ferrous metals (ex. aluminium),MSW,Recycling,15726.0
2009,Vic,Non-ferrous metals (ex. aluminium),Total,Recycling,119756.0
2009,Vic,Office paper,C&D,Recycling,0.0
2009,Vic,Office paper,C&I,Recycling,0.0
2009,Vic,Office paper,MSW,Recycling,102187.0
2009,Vic,Office paper,Total,Recycling,102187.0
2009,Vic,Oils (J),C&D,Disposal,0.0
2009,Vic,Oils (J),C&D,Energy recovery,0.0
2009,Vic,Oils (J),C&D,Recycling,0.0
2009,Vic,Oils (J),C&I,Disposal,15.49740105300755
2009,Vic,Oils (J),C&I,Energy recovery,8668.05045405062
2009,Vic,Oils (J),C&I,Recycling,132212.3534544632
2009,Vic,Oils (J),Total,Disposal,15.49740105300755
2009,Vic,Oils (J),Total,Energy recovery,8668.05045405062
2009,Vic,Oils (J),Total,Recycling,132212.3534544632
2009,Vic,Organic chemicals (M),C&D,Disposal,0.0
2009,Vic,Organic chemicals (M),C&D,Energy recovery,0.0
2009,Vic,Organic chemicals (M),C&D,Recycling,0.0
2009,Vic,Organic chemicals (M),C&I,Disposal,835.3151835131455
2009,Vic,Organic chemicals (M),C&I,Energy recovery,42.66203166311684
2009,Vic,Organic chemicals (M),C&I,Recycling,1459.1047848237374
2009,Vic,Organic chemicals (M),Total,Disposal,835.3151835131455
2009,Vic,Organic chemicals (M),Total,Energy recovery,42.66203166311684
2009,Vic,Organic chemicals (M),Total,Recycling,1459.1047848237374
2009,Vic,Organic solvents (G),C&D,Disposal,0.0
2009,Vic,Organic solvents (G),C&D,Energy recovery,0.0
2009,Vic,Organic solvents (G),C&D,Recycling,0.0
2009,Vic,Organic solvents (G),C&I,Disposal,350.663490535602
2009,Vic,Organic solvents (G),C&I,Energy recovery,38.81100283786502
2009,Vic,Organic solvents (G),C&I,Recycling,10646.457506626553
2009,Vic,Organic solvents (G),Total,Disposal,350.663490535602
2009,Vic,Organic solvents (G),Total,Energy recovery,38.81100283786502
2009,Vic,Organic solvents (G),Total,Recycling,10646.457506626553
2009,Vic,Other,C&D,Disposal,0.0
2009,Vic,Other,C&D,Energy recovery,0.0
2009,Vic,Other,C&D,Recycling,0.0
2009,Vic,Other,C&I,Disposal,6767.986553111254
2009,Vic,Other,C&I,Energy recovery,0.0
2009,Vic,Other,C&I,Recycling,428.77044688859166
2009,Vic,Other,Total,Disposal,6767.986553111254
2009,Vic,Other,Total,Energy recovery,0.0
2009,Vic,Other,Total,Recycling,428.77044688859166
2009,Vic,"Other hazardous organic wastes (K140, K190)",C&D,Disposal,0.0
2009,Vic,"Other hazardous organic wastes (K140, K190)",C&D,Energy recovery,0.0
2009,Vic,"Other hazardous organic wastes (K140, K190)",C&D,Recycling,0.0
2009,Vic,"Other hazardous organic wastes (K140, K190)",C&I,Disposal,2.119113173265561
2009,Vic,"Other hazardous organic wastes (K140, K190)",C&I,Energy recovery,0.0
2009,Vic,"Other hazardous organic wastes (K140, K190)",C&I,Recycling,3689.334886826735
2009,Vic,"Other hazardous organic wastes (K140, K190)",Total,Disposal,2.119113173265561
2009,Vic,"Other hazardous organic wastes (K140, K190)",Total,Energy recovery,0.0
2009,Vic,"Other hazardous organic wastes (K140, K190)",Total,Recycling,3689.334886826735
2009,Vic,Other miscellaneous (other T),C&D,Disposal,0.0
2009,Vic,Other miscellaneous (other T),C&D,Energy recovery,0.0
2009,Vic,Other miscellaneous (other T),C&D,Recycling,0.0
2009,Vic,Other miscellaneous (other T),C&I,Disposal,521.2022192412661
2009,Vic,Other miscellaneous (other T),C&I,Energy recovery,0.0
2009,Vic,Other miscellaneous (other T),C&I,Recycling,2042.5257807587302
2009,Vic,Other miscellaneous (other T),Total,Disposal,521.2022192412661
2009,Vic,Other miscellaneous (other T),Total,Energy recovery,0.0
2009,Vic,Other miscellaneous (other T),Total,Recycling,2042.5257807587302
2009,Vic,Other organics,C&D,Disposal,0.0
2009,Vic,Other organics,C&D,Energy recovery,0.0
2009,Vic,Other organics,C&D,Recycling,0.0
2009,Vic,Other organics,C&I,Disposal,6105.0
2009,Vic,Other organics,C&I,Energy recovery,393.0
2009,Vic,Other organics,C&I,Recycling,120358.0
2009,Vic,Other organics,MSW,Disposal,0.0
2009,Vic,Other organics,MSW,Energy recovery,0.0
2009,Vic,Other organics,MSW,Recycling,35305.0
2009,Vic,Other organics,Total,Disposal,6105.0
2009,Vic,Other organics,Total,Energy recovery,393.0
2009,Vic,Other organics,Total,Recycling,155663.0
2009,Vic,Other soil/sludges (other N),C&D,Disposal,0.0
2009,Vic,Other soil/sludges (other N),C&D,Energy recovery,0.0
2009,Vic,Other soil/sludges (other N),C&D,Recycling,0.0
2009,Vic,Other soil/sludges (other N),C&I,Disposal,53352.74640942099
2009,Vic,Other soil/sludges (other N),C&I,Energy recovery,0.0
2009,Vic,Other soil/sludges (other N),C&I,Recycling,11182.75559057893
2009,Vic,Other soil/sludges (other N),Total,Disposal,53352.74640942099
2009,Vic,Other soil/sludges (other N),Total,Energy recovery,0.0
2009,Vic,Other soil/sludges (other N),Total,Recycling,11182.75559057893
2009,Vic,"Paints, resins, inks, organic sludges (F)",C&D,Disposal,0.0
2009,Vic,"Paints, resins, inks, organic sludges (F)",C&D,Energy recovery,0.0
2009,Vic,"Paints, resins, inks, organic sludges (F)",C&D,Recycling,0.0
2009,Vic,"Paints, resins, inks, organic sludges (F)",C&I,Disposal,6188.31839982821
2009,Vic,"Paints, resins, inks, organic sludges (F)",C&I,Energy recovery,2038.3925388664372
2009,Vic,"Paints, resins, inks, organic sludges (F)",C&I,Recycling,18427.8640613054
2009,Vic,"Paints, resins, inks, organic sludges (F)",Total,Disposal,6188.31839982821
2009,Vic,"Paints, resins, inks, organic sludges (F)",Total,Energy recovery,2038.3925388664372
2009,Vic,"Paints, resins, inks, organic sludges (F)",Total,Recycling,18427.8640613054
2009,Vic,Pesticides (H),C&D,Disposal,0.0
2009,Vic,Pesticides (H),C&D,Energy recovery,0.0
2009,Vic,Pesticides (H),C&D,Recycling,0.0
2009,Vic,Pesticides (H),C&I,Disposal,11.356561099180656
2009,Vic,Pesticides (H),C&I,Energy recovery,0.0
2009,Vic,Pesticides (H),C&I,Recycling,781.2204389008192
2009,Vic,Pesticides (H),Total,Disposal,11.356561099180656
2009,Vic,Pesticides (H),Total,Energy recovery,0.0
2009,Vic,Pesticides (H),Total,Recycling,781.2204389008192
2009,Vic,Plasterboard & cement sheeting,C&D,Recycling,27200.0
2009,Vic,Plasterboard & cement sheeting,C&I,Recycling,5.0
2009,Vic,Plasterboard & cement sheeting,MSW,Recycling,0.0
2009,Vic,Plasterboard & cement sheeting,Total,Recycling,27205.0
2009,Vic,Plating and heat treatment (A),C&D,Disposal,0.0
2009,Vic,Plating and heat treatment (A),C&D,Energy recovery,0.0
2009,Vic,Plating and heat treatment (A),C&D,Recycling,0.0
2009,Vic,Plating and heat treatment (A),C&I,Disposal,6.2109999999999985
2009,Vic,Plating and heat treatment (A),C&I,Energy recovery,0.0
2009,Vic,Plating and heat treatment (A),C&I,Recycling,0.0
2009,Vic,Plating and heat treatment (A),Total,Disposal,6.2109999999999985
2009,Vic,Plating and heat treatment (A),Total,Energy recovery,0.0
2009,Vic,Plating and heat treatment (A),Total,Recycling,0.0
2009,Vic,Polymer coated paperboard,C&D,Recycling,0.0
2009,Vic,Polymer coated paperboard,C&I,Recycling,0.0
2009,Vic,Polymer coated paperboard,MSW,Recycling,0.0
2009,Vic,Polymer coated paperboard,Total,Recycling,0.0
2009,Vic,Reactive chemicals (E),C&D,Disposal,0.0
2009,Vic,Reactive chemicals (E),C&D,Energy recovery,0.0
2009,Vic,Reactive chemicals (E),C&D,Recycling,0.0
2009,Vic,Reactive chemicals (E),C&I,Disposal,170.241
2009,Vic,Reactive chemicals (E),C&I,Energy recovery,0.0
2009,Vic,Reactive chemicals (E),C&I,Recycling,0.0
2009,Vic,Reactive chemicals (E),Total,Disposal,170.241
2009,Vic,Reactive chemicals (E),Total,Energy recovery,0.0
2009,Vic,Reactive chemicals (E),Total,Recycling,0.0
2009,Vic,Rubble,C&D,Recycling,173930.0
2009,Vic,Rubble,C&I,Recycling,14000.0
2009,Vic,Rubble,MSW,Recycling,2000.0
2009,Vic,Rubble,Total,Recycling,189930.0
2009,Vic,Textiles,C&D,Recycling,0.0
2009,Vic,Textiles,C&I,Recycling,0.0
2009,Vic,Textiles,MSW,Recycling,3598.0
2009,Vic,Textiles,Total,Recycling,3598.0
2009,Vic,Timber,C&D,Disposal,108916.0
2009,Vic,Timber,C&D,Energy recovery,13080.0
2009,Vic,Timber,C&D,Recycling,59884.0
2009,Vic,Timber,C&I,Disposal,188533.0
2009,Vic,Timber,C&I,Energy recovery,22642.0
2009,Vic,Timber,C&I,Recycling,201004.0
2009,Vic,Timber,MSW,Disposal,7248.0
2009,Vic,Timber,MSW,Energy recovery,870.0
2009,Vic,Timber,MSW,Recycling,30500.0
2009,Vic,Timber,Total,Disposal,304696.0
2009,Vic,Timber,Total,Energy recovery,36592.0
2009,Vic,Timber,Total,Recycling,291388.0
2009,Vic,Tyres (T140),C&D,Disposal,0.0
2009,Vic,Tyres (T140),C&D,Energy recovery,0.0
2009,Vic,Tyres (T140),C&D,Recycling,0.0
2009,Vic,Tyres (T140),C&I,Disposal,45580.77121895169
2009,Vic,Tyres (T140),C&I,Energy recovery,28655.684849348498
2009,Vic,Tyres (T140),C&I,Recycling,10044.969959195409
2009,Vic,Tyres (T140),Total,Disposal,45580.77121895169
2009,Vic,Tyres (T140),Total,Energy recovery,28655.684849348498
2009,Vic,Tyres (T140),Total,Recycling,10044.969959195409
2009,WA,Acids (B),C&D,Disposal,0.0
2009,WA,Acids (B),C&D,Energy recovery,0.0
2009,WA,Acids (B),C&D,Recycling,0.0
2009,WA,Acids (B),C&I,Disposal,1402.1870597364518
2009,WA,Acids (B),C&I,Energy recovery,0.0
2009,WA,Acids (B),C&I,Recycling,2279.2992202635482
2009,WA,Acids (B),Total,Disposal,1402.1870597364518
2009,WA,Acids (B),Total,Energy recovery,0.0
2009,WA,Acids (B),Total,Recycling,2279.2992202635482
2009,WA,Alkalis (C),C&D,Disposal,0.0
2009,WA,Alkalis (C),C&D,Energy recovery,0.0
2009,WA,Alkalis (C),C&D,Recycling,0.0
2009,WA,Alkalis (C),C&I,Disposal,610.0858802141435
2009,WA,Alkalis (C),C&I,Energy recovery,0.0
2009,WA,Alkalis (C),C&I,Recycling,109864.45669978586
2009,WA,Alkalis (C),Total,Disposal,610.0858802141435
2009,WA,Alkalis (C),Total,Energy recovery,0.0
2009,WA,Alkalis (C),Total,Recycling,109864.45669978586
2009,WA,Aluminium,C&D,Recycling,0.0
2009,WA,Aluminium,C&I,Recycling,0.0
2009,WA,Aluminium,MSW,Recycling,0.0
2009,WA,Aluminium,Total,Recycling,18693.0
2009,WA,Asbestos (N220),C&D,Disposal,6634.477800000001
2009,WA,Asbestos (N220),C&D,Energy recovery,0.0
2009,WA,Asbestos (N220),C&D,Recycling,0.0
2009,WA,Asbestos (N220),C&I,Disposal,5651.592199999999
2009,WA,Asbestos (N220),C&I,Energy recovery,0.0
2009,WA,Asbestos (N220),C&I,Recycling,0.0
2009,WA,Asbestos (N220),Total,Disposal,12286.07
2009,WA,Asbestos (N220),Total,Energy recovery,0.0
2009,WA,Asbestos (N220),Total,Recycling,0.0
2009,WA,Ash,C&I,Long-term storage,579376.6966507888
2009,WA,Ash,C&I,Recycling,466037.7747533623
2009,WA,Ash,Total,Long-term storage,579376.6966507888
2009,WA,Ash,Total,Recycling,466037.7747533623
2009,WA,Asphalt,C&D,Recycling,0.0
2009,WA,Asphalt,C&I,Recycling,0.0
2009,WA,Asphalt,MSW,Recycling,0.0
2009,WA,Asphalt,Total,Recycling,54090.0
2009,WA,Biosolids,C&I,Disposal,12115.45727806845
2009,WA,Biosolids,C&I,Recycling,95712.11249674077
2009,WA,Biosolids,Total,Disposal,12115.45727806845
2009,WA,Biosolids,Total,Recycling,95712.11249674077
2009,WA,"Bricks, concrete and pavers",C&D,Recycling,0.0
2009,WA,"Bricks, concrete and pavers",C&I,Recycling,0.0
2009,WA,"Bricks, concrete and pavers",MSW,Recycling,0.0
2009,WA,"Bricks, concrete and pavers",Total,Recycling,269551.0
2009,WA,Cardboard,C&D,Recycling,0.0
2009,WA,Cardboard,C&I,Recycling,0.0
2009,WA,Cardboard,MSW,Recycling,0.0
2009,WA,Cardboard,Total,Recycling,304286.0
2009,WA,Clinical and pharmaceutical (R),C&D,Disposal,0.0
2009,WA,Clinical and pharmaceutical (R),C&D,Energy recovery,0.0
2009,WA,Clinical and pharmaceutical (R),C&D,Recycling,0.0
2009,WA,Clinical and pharmaceutical (R),C&I,Disposal,2145.1869778125533
2009,WA,Clinical and pharmaceutical (R),C&I,Energy recovery,0.0
2009,WA,Clinical and pharmaceutical (R),C&I,Recycling,0.014767917446715555
2009,WA,Clinical and pharmaceutical (R),Total,Disposal,2145.1869778125533
2009,WA,Clinical and pharmaceutical (R),Total,Energy recovery,0.0
2009,WA,Clinical and pharmaceutical (R),Total,Recycling,0.014767917446715555
2009,WA,Contaminated soils (N120),C&D,Disposal,1926.8831803087226
2009,WA,Contaminated soils (N120),C&D,Energy recovery,0.0
2009,WA,Contaminated soils (N120),C&D,Recycling,5437.135490891277
2009,WA,Contaminated soils (N120),C&I,Disposal,749.3434590089478
2009,WA,Contaminated soils (N120),C&I,Energy recovery,0.0
2009,WA,Contaminated soils (N120),C&I,Recycling,2114.4415797910524
2009,WA,Contaminated soils (N120),Total,Disposal,2676.2266393176706
2009,WA,Contaminated soils (N120),Total,Energy recovery,0.0
2009,WA,Contaminated soils (N120),Total,Recycling,7551.57707068233
2009,WA,Food organics,C&D,Disposal,0.0
2009,WA,Food organics,C&D,Energy recovery,0.0
2009,WA,Food organics,C&D,Recycling,0.0
2009,WA,Food organics,C&I,Disposal,273221.0
2009,WA,Food organics,C&I,Energy recovery,31654.0
2009,WA,Food organics,C&I,Recycling,0.0
2009,WA,Food organics,MSW,Disposal,486322.0
2009,WA,Food organics,MSW,Energy recovery,56342.0
2009,WA,Food organics,MSW,Recycling,0.0
2009,WA,Food organics,Total,Disposal,759544.0
2009,WA,Food organics,Total,Energy recovery,87996.0
2009,WA,Food organics,Total,Recycling,7453.0
2009,WA,"Food-derived hazardous wastes (K100, K110)",C&D,Disposal,0.0
2009,WA,"Food-derived hazardous wastes (K100, K110)",C&D,Energy recovery,0.0
2009,WA,"Food-derived hazardous wastes (K100, K110)",C&D,Recycling,0.0
2009,WA,"Food-derived hazardous wastes (K100, K110)",C&I,Disposal,1982.6749244253465
2009,WA,"Food-derived hazardous wastes (K100, K110)",C&I,Energy recovery,0.0
2009,WA,"Food-derived hazardous wastes (K100, K110)",C&I,Recycling,63836.17041157465
2009,WA,"Food-derived hazardous wastes (K100, K110)",Total,Disposal,1982.6749244253465
2009,WA,"Food-derived hazardous wastes (K100, K110)",Total,Energy recovery,0.0
2009,WA,"Food-derived hazardous wastes (K100, K110)",Total,Recycling,63836.17041157465
